va	size	name	type
00479e70	55	BRTree<int,unsigned long>::depth	int BRTree<int,unsigned long>::(...
00479e70	55	BRTree<PathNode *,unsigned long>::depth	int BRTree<PathNode *,unsigned l...
00479eb0	52	BRTree<int,unsigned long>::size	int BRTree<int,unsigned long>::(...
00479eb0	52	BRTree<PathNode *,unsigned long>::size	int BRTree<PathNode *,unsigned l...
00479ef0	610	BRTree<int,unsigned long>::ordered_insert	void BRTree<int,unsigned long>::...
0047a160	166	Recycler<BRTree<PathNode *,unsigned long> >::pop	BRTree<PathNode *,unsigned long>...
0047a210	166	Recycler<BRTree<int,unsigned long> >::pop	BRTree<int,unsigned long>* Recyc...
0047a2c0	166	Recycler<BRTree<TreeNode<PathNode *,int> *,unsigned long> >::pop	BRTree<TreeNode<PathNode *,int> ...
0047a370	166	Recycler<Tree<PathNode *,int> >::pop	Tree<PathNode *,int>* Recycler<T...
0047a420	166	Recycler<Tree<CollBlock *,int> >::pop	Tree<CollBlock *,int>* Recycler<...
0047a4d0	24	BRTree<int,unsigned long>::BRTree<int,unsigned long>	void BRTree<int,unsigned long>::...
0047a4d0	24	BRTree<TreeNode<PathNode *,int> *,unsigned long>::BRTree<TreeNode<PathNode *,int> *,unsigned long>	void BRTree<TreeNode<PathNode *,...
0047a4d0	24	BRTree<PathNode *,unsigned long>::BRTree<PathNode *,unsigned long>	void BRTree<PathNode *,unsigned ...
0047a4d0	24	Tree<CollBlock *,int>::Tree<CollBlock *,int>	void Tree<CollBlock *,int>::()
0047a4d0	24	Tree<PathNode *,int>::Tree<PathNode *,int>	void Tree<PathNode *,int>::()
0047a4f0	88	BRTree<int,unsigned long>::test	int BRTree<int,unsigned long>::(...
0047a4f0	88	BRTree<PathNode *,unsigned long>::test	int BRTree<PathNode *,unsigned l...
0047a550	164	Recycler<BRTreeNode<PathNode *,unsigned long> >::pop	BRTreeNode<PathNode *,unsigned l...
0047a600	164	Recycler<BRTreeNode<int,unsigned long> >::pop	BRTreeNode<int,unsigned long>* R...
0047a6b0	158	Recycler<TreeNode<PathNode *,int> >::pop	TreeNode<PathNode *,int>* Recycl...
0047a750	164	Recycler<BRTreeNode<TreeNode<PathNode *,int> *,unsigned long> >::pop	BRTreeNode<TreeNode<PathNode *,i...
0047a800	22	BRTreeNode<int,unsigned long>::BRTreeNode<int,unsigned long>	void BRTreeNode<int,unsigned lon...
0047a800	22	BRTreeNode<TreeNode<PathNode *,int> *,unsigned long>::BRTreeNode<TreeNode<PathNode *,int> *,unsigned long>	void BRTreeNode<TreeNode<PathNod...
0047a800	22	BRTreeNode<PathNode *,unsigned long>::BRTreeNode<PathNode *,unsigned long>	void BRTreeNode<PathNode *,unsig...
0047a820	125	Stack<PathNode *>::increase_size	int Stack<PathNode *>::(int)
0047a8a0	125	Stack<PathData *>::increase_size	int Stack<PathData *>::(int)
0047a920	78	PathFinderOut::get_name	String PathFinderOut::()
0047a970	65	WorldData::is_edge	int WorldData::(const WCoord&, c...
0047a9c0	311	TerrainGroups::TerrainGroups	void TerrainGroups::()
0047ab00	244	ResourceDivvyPool::ResourceDivvyPool	void ResourceDivvyPool::()
0047ac00	54	LinkList<int,char>::~LinkList<int,char>	void LinkList<int,char>::()
0047ac40	43	LinkListBase<int,char,LLNode<int,char> >::~LinkListBase<int,char,LLNode<int,char> >	void LinkListBase<int,char,LLNod...
0047ac70	112	ObjectArray<String>::init_len	int ObjectArray<String>::(int, i...
0047ace0	201	ObjectArray<String>::init	int ObjectArray<String>::(int, i...
0047adb0	86	ArrayBase<int>::add_unique	int ArrayBase<int>::(int)
0047ae10	151	LinkListBase<int,short,LLNode<int,short> >::ordered_insert	void LinkListBase<int,short,LLNo...
0047aeb0	236	LinkListBase<int,char,LLNode<int,char> >::clear	void LinkListBase<int,char,LLNod...
0047afa0	120	LinkListBase<int,char,LLNode<int,char> >::add	void LinkListBase<int,char,LLNod...
0047b020	156	Recycler<LLNode<int,short> >::pop	LLNode<int,short>* Recycler<LLNo...
0047b0c0	162	Recycler<LLNode<int,char> >::pop	LLNode<int,char>* Recycler<LLNod...
0047b170	14	LLNode<int,short>::LLNode<int,short>	void LLNode<int,short>::()
0047b180	125	Stack<LLNode<int,char> *>::increase_size	int Stack<LLNode<int,char> *>::(...
0047b200	82	MapAfricanWateringHole::`scalar deleting destructor'	void* MapAfricanWateringHole::(u...
0047b200	82	MapAmazonBasin::`scalar deleting destructor'	void* MapAmazonBasin::(unsigned)
0047b200	82	MapAustralianOutback::`scalar deleting destructor'	void* MapAustralianOutback::(uns...
0047b200	82	MapBritishIsles::`scalar deleting destructor'	void* MapBritishIsles::(unsigned...
0047b200	82	MapColonialPowers::`scalar deleting destructor'	void* MapColonialPowers::(unsign...
0047b200	82	MapConquest::`scalar deleting destructor'	void* MapConquest::(unsigned)
0047b200	82	MapEastIndies::`scalar deleting destructor'	void* MapEastIndies::(unsigned)
0047b200	82	MapEastMeetsWest::`scalar deleting destructor'	void* MapEastMeetsWest::(unsigne...
0047b200	82	MapGrass::`scalar deleting destructor'	void* MapGrass::(unsigned)
0047b200	82	MapGreatLakes::`scalar deleting destructor'	void* MapGreatLakes::(unsigned)
0047b200	82	MapGreatSahara::`scalar deleting destructor'	void* MapGreatSahara::(unsigned)
0047b200	82	MapHimalayas::`scalar deleting destructor'	void* MapHimalayas::(unsigned)
0047b200	82	MapMediterranean::`scalar deleting destructor'	void* MapMediterranean::(unsigne...
0047b200	82	MapNewWorld::`scalar deleting destructor'	void* MapNewWorld::(unsigned)
0047b200	82	MapNileDelta::`scalar deleting destructor'	void* MapNileDelta::(unsigned)
0047b200	82	MapOldWorld::`scalar deleting destructor'	void* MapOldWorld::(unsigned)
0047b200	82	MapScenario::`scalar deleting destructor'	void* MapScenario::(unsigned)
0047b200	82	MapSeaPower::`scalar deleting destructor'	void* MapSeaPower::(unsigned)
0047b200	82	MapSouthwestMesa::`scalar deleting destructor'	void* MapSouthwestMesa::(unsigne...
0047b200	82	MapWarringStates::`scalar deleting destructor'	void* MapWarringStates::(unsigne...
0047b260	54	MapConquest::~MapConquest	void MapConquest::()
0047b2a0	82	MapConquestSea::`scalar deleting destructor'	void* MapConquestSea::(unsigned)
0047b300	110	MapConquestSea::MapConquestSea	void MapConquestSea::()
0047b370	38	Map::`scalar deleting destructor'	void* Map::(unsigned)
0047b3a0	90	Array<TerrainGroup *>::~Array<TerrainGroup *>	void Array<TerrainGroup *>::()
0047b400	101	PtrArray<TerrainGroup>::~PtrArray<TerrainGroup>	void PtrArray<TerrainGroup>::()
0047b470	435	ObjectArray<Array<unsigned char> >::increase_size	int ObjectArray<Array<unsigned c...
0047b630	86	ObjectArray<Array<unsigned char> >::close	void ObjectArray<Array<unsigned ...
0047b690	11	ObjectArray<Array<unsigned char> >::~ObjectArray<Array<unsigned char> >	void ObjectArray<Array<unsigned ...
0047b6a0	74	Fractal::~Fractal	void Fractal::()
0047b6f0	253	TerrainGroups::~TerrainGroups	void TerrainGroups::()
0047b7f0	320	ResourceDivvyPool::~ResourceDivvyPool	void ResourceDivvyPool::()
0047b930	204	Map::~Map	void Map::()
0047ba00	4	Map::get_type	MapStyleIndex Map::()
0047ba00	4	ScriptInt::get_int	int ScriptInt::()
0047ba10	85	TerrainGroup::`vector deleting destructor'	void* TerrainGroup::(unsigned)
0047ba70	159	SimpleArray<int>::init_len	int SimpleArray<int>::(int, int)
0047ba70	159	SimpleArray<unsigned long>::init_len	int SimpleArray<unsigned long>::...
0047bb10	99	LinkListBase<int,short,LLNode<int,short> >::add	void LinkListBase<int,short,LLNo...
0047bb80	100	PtrArray<TerrainGroup>::clean	void PtrArray<TerrainGroup>::()
0047bbf0	106	String::add_offset	void String::(int)
0047bc60	174	TerrainGroup::~TerrainGroup	void TerrainGroup::()
0047bd10	206	ObjectArray<Array<unsigned char> >::init	int ObjectArray<Array<unsigned c...
0047bde0	38	FogMaster::`scalar deleting destructor'	void* FogMaster::(unsigned)
0047be10	90	SimpleArray<WCoordData>::~SimpleArray<WCoordData>	void SimpleArray<WCoordData>::()
0047be70	115	FogMaster::get_name	String FogMaster::()
0047bef0	38	WndLeaderboard::`scalar deleting destructor'	void* WndLeaderboard::(unsigned)
0047bf16	0	[thunk]:WndLeaderboard::`vector deleting destructor'	
0047bf30	77	LeaderBoardsHelper::GetLoadingMessage	String LeaderBoardsHelper::()
0047bf80	108	WndSteamInvite::`scalar deleting destructor'	void* WndSteamInvite::(unsigned)
0047bfec	0	[thunk]:WndSteamInvite::`vector deleting destructor'	
0047c000	117	ObjectArray<BHG::RiseUser>::~ObjectArray<BHG::RiseUser>	void ObjectArray<BHG::RiseUser>:...
0047c080	108	BHG::RiseUser::RiseUser	void BHG::RiseUser::()
0047c0f0	310	ObjectArray<BHG::RiseUser>::increase_size	int ObjectArray<BHG::RiseUser>::...
0047c230	111	PaneModManager::~PaneModManager	void PaneModManager::()
0047c2a0	135	PaneModManager::`scalar deleting destructor'	void* PaneModManager::(unsigned)
0047c330	38	WorkshopWin::`scalar deleting destructor'	void* WorkshopWin::(unsigned)
0047c360	81	SkyString::`vector deleting destructor'	void* SkyString::(unsigned)
0047c3b1	0	[thunk]:PaneModManager::`vector deleting destructor'	
0047c3bc	0	[thunk]:WorkshopWin::`vector deleting destructor'	
0047c3d0	129	SkyString::SkyString	void SkyString::(const wchar_t*,...
0047c460	54	Window::add_spot	int Window::(const String&, int,...
0047c4a0	18	Window::release_key_capture	void Window::()
0047c4c0	412	WorldData::WorldData	void WorldData::()
0047c660	464	SimpleArray<WCoord>::walk_data	void SimpleArray<WCoord>::(DataW...
0047c830	668	SimpleArray<WCoord>::log_data	void SimpleArray<WCoord>::(Log*,...
0047cad0	122	SimpleArray<WCoord>::init	int SimpleArray<WCoord>::(int, i...
0047cb50	24	WData::~WData	void WData::()
0047cb70	101	Sites::~Sites	void Sites::()
0047cbe0	101	MakeList::~MakeList	void MakeList::()
0047cc50	90	Array<MakeObject>::~Array<MakeObject>	void Array<MakeObject>::()
0047ccb0	90	Array<Site>::~Array<Site>	void Array<Site>::()
0047cd10	41	BitMask<17>::clear	void BitMask<17>::()
0047cd10	41	BitMask<24>::clear	void BitMask<24>::()
0047cd10	41	BitMask<44>::clear	void BitMask<44>::()
0047cd10	41	BitMask<806>::clear	void BitMask<806>::()
0047cd40	78	BitMask<44>::count	int BitMask<44>::()
0047cd90	136	BitMask<44>::operator!=	int BitMask<44>::(const BitMask<...
0047ce20	188	BitMask<44>::operator|	BitMask<44> BitMask<44>::(const ...
0047cee0	488	Array<Site>::walk_data	void Array<Site>::(DataWalk*, in...
0047d0d0	554	Array<Site>::log_data	void Array<Site>::(Log*, int)
0047d300	224	Array<MakeObject>::init	int Array<MakeObject>::(int, int...
0047d3e0	83	Array<MakeObject>::make_valid	int Array<MakeObject>::(int)
0047d440	488	Array<MakeObject>::walk_data	void Array<MakeObject>::(DataWal...
0047d630	554	Array<MakeObject>::log_data	void Array<MakeObject>::(Log*, i...
0047d860	43	BitMask<806>::init	void BitMask<806>::(int)
0047d890	326	ArrayBaseSimpleCopy<MakeObject>::increase_size	int ArrayBaseSimpleCopy<MakeObje...
0047d9e0	20	RunTimeEnv::get_ret_int	int RunTimeEnv::()
0047da00	25	LeaderData::support_get	int LeaderData::(int)
0047da20	25	LeaderData::resources_get	int LeaderData::(int)
0047da40	43	LeaderData::resource_cap_add	void LeaderData::(int, int)
0047da70	196	Array<Site>::init	int Array<Site>::(int, int)
0047db40	298	ArrayBaseSimpleCopy<Site>::increase_size	int ArrayBaseSimpleCopy<Site>::(...
0047dc70	83	Array<Site>::make_valid	int Array<Site>::(int)
0047dcd0	492	Sites::clear	void Sites::()
0047dec0	83	Diplomacy::num_attacks	int Diplomacy::()
0047df20	20	Leader::lose_tech	void Leader::(int)
0047df40	70	LeaderData::get_graft	int LeaderData::(int)
0047df90	51	LeaderData::has_bonus	int LeaderData::(int)
0047dfd0	43	Diplomacy::clear_offers	void Diplomacy::()
0047e000	43	Diplomacy::clear_dows	void Diplomacy::()
0047e030	161	Diplomacy::clear_all	void Diplomacy::()
0047e0e0	28	Player::is_active	int Player::()
0047e100	203	ObjectArray<Tribe>::init	int ObjectArray<Tribe>::(int, in...
0047e1d0	83	ObjectArray<Tribe>::make_valid	int ObjectArray<Tribe>::(int)
0047e230	540	ObjectArray<Tribe>::walk_data	void ObjectArray<Tribe>::(DataWa...
0047e450	195	ObjectArray<Category>::init	int ObjectArray<Category>::(int,...
0047e520	150	ObjectArray<Category>::add	int ObjectArray<Category>::(cons...
0047e5c0	72	ArmiesOut::~ArmiesOut	void ArmiesOut::()
0047e610	72	ArmiesData::~ArmiesData	void ArmiesData::()
0047e660	101	PtrArray<Army>::~PtrArray<Army>	void PtrArray<Army>::()
0047e6d0	90	Array<Army *>::~Array<Army *>	void Array<Army *>::()
0047e730	112	PtrArray<Army>::PtrArray<Army>	void PtrArray<Army>::()
0047e7a0	79	BitMask<6>::set	void BitMask<6>::(int, int)
0047e7f0	165	Stack<PathData>::Stack<PathData>	void Stack<PathData>::(int)
0047e8a0	390	Array<Group>::init	int Array<Group>::(int, int)
0047ea30	494	Array<Group>::walk_data	void Array<Group>::(DataWalk*, i...
0047ec20	96	Array<Group>::make_valid	int Array<Group>::(int)
0047ec80	202	StrafeOrder::~StrafeOrder	void StrafeOrder::()
0047ed50	19	StrafeOrder::`vbase destructor'	void StrafeOrder::()
0047ed70	36	UnitOrder::`scalar deleting destructor'	void* UnitOrder::(unsigned)
0047eda0	7	UnitOrder::~UnitOrder	void UnitOrder::()
0047edb0	263	AttackOrder::AttackOrder	void AttackOrder::()
0047eec0	153	AttackOrder::`scalar deleting destructor'	void* AttackOrder::(unsigned)
0047ef59	0	AttackOrder::`vector deleting destructor'	
0047ef61	0	AttackOrder::clear	
0047ef69	0	AttackOrder::walk_data	
0047ef71	0	AttackOrder::log_data	
0047ef80	6	AttackOrder::get_type	OrderIndex AttackOrder::()
0047ef80	6	RepeatPrimMethod::get_method_type	int RepeatPrimMethod::()
0047ef80	6	FacePacket::get_packet_type	int FacePacket::()
0047ef80	6	ChatWhoAction::get_type	int ChatWhoAction::()
0047ef86	0	AttackOrder::get_type	
0047ef8e	0	AirOrder::is_air	
0047ef8e	0	StrafeOrder::is_air	
0047ef8e	0	AttackOrder::is_attack	
0047ef8e	0	StrafeOrder::is_attack	
0047ef8e	0	StrafeOrder::is_targeted	
0047ef8e	0	TargetOrder::is_targeted	
0047ef8e	0	MoveOrder::get_type	
0047ef8e	0	AirAttackGroundOrder::is_air	
0047ef8e	0	AirPatrolOrder::is_air	
0047ef8e	0	GroupAttackOrder::is_attack	
0047ef8e	0	GroupAttackOrder::is_group	
0047ef8e	0	GroupMoveOrder::is_group	
0047ef8e	0	GroupOrder::is_group	
0047ef8e	0	GroupPatrolOrder::is_group	
0047ef8e	0	GroupMoveOrder::is_move	
0047ef8e	0	MoveOrder::is_move	
0047ef8e	0	AirPatrolOrder::is_patrol	
0047ef8e	0	GroupPatrolOrder::is_patrol	
0047ef8e	0	PatrolOrder::is_patrol	
0047ef8e	0	GroupAttackOrder::is_targeted	
0047ef96	0	TargetOrder::is_targeted	
0047efb0	12	AttackOrder::print_details	int AttackOrder::(int, int)
0047efb0	12	CastOrder::print_details	int CastOrder::(int, int)
0047efbc	0	AttackOrder::print_details	
0047efbc	0	CastOrder::print_details	
0047efc4	0	TargetOrder::get_target_order	
0047efc4	0	TargetOrder::update_target_order	
0047efcf	0	StrafeOrder::get_air_order	
0047efcf	0	AttackOrder::get_attack_order	
0047efcf	0	StrafeOrder::update_air_order	
0047efcf	0	AttackOrder::update_attack_order	
0047efcf	0	CastOrder::get_cast_order	
0047efcf	0	GroupAttackOrder::get_group_order	
0047efcf	0	CastOrder::update_cast_order	
0047efcf	0	GroupAttackOrder::update_group_order	
0047f000	69	TargetOrder::`scalar deleting destructor'	void* TargetOrder::(unsigned)
0047f045	0	TargetOrder::`vector deleting destructor'	
0047f04d	0	TargetOrder::clear	
0047f055	0	TargetOrder::walk_data	
0047f055	0	AwaitBoardOrder::walk_data	
0047f055	0	BoardOrder::walk_data	
0047f055	0	BuildOrder::walk_data	
0047f055	0	RepairOrder::walk_data	
0047f05d	0	TargetOrder::log_data	
0047f065	0	TargetOrder::print_details	
0047f06d	0	TargetOrder::get_target_order	
0047f06d	0	TargetOrder::update_target_order	
0047f06d	0	AttackGroundOrder::get_attack_ground_order	
0047f06d	0	AwaitBoardOrder::get_await_board_order	
0047f06d	0	BoardOrder::get_board_order	
0047f06d	0	BuildOrder::get_build_order	
0047f06d	0	RepairOrder::get_repair_order	
0047f06d	0	AttackGroundOrder::update_attack_ground_order	
0047f06d	0	AwaitBoardOrder::update_await_board_order	
0047f06d	0	BoardOrder::update_board_order	
0047f06d	0	BuildOrder::update_build_order	
0047f06d	0	RepairOrder::update_repair_order	
0047f080	35	TargetOrder::~TargetOrder	void TargetOrder::()
0047f0b0	121	AttackOrder::~AttackOrder	void AttackOrder::()
0047f130	59	AirOrder::`scalar deleting destructor'	void* AirOrder::(unsigned)
0047f16b	0	AirOrder::`vector deleting destructor'	
0047f173	0	AirOrder::clear	
0047f17b	0	AirOrder::walk_data	
0047f183	0	AirOrder::log_data	
0047f190	20	AirOrder::print_details	int AirOrder::(int, int)
0047f1a4	0	AirOrder::print_details	
0047f1ac	0	AirOrder::get_air_order	
0047f1ac	0	AirOrder::update_air_order	
0047f1ac	0	AirPatrolOrder::get_air_order	
0047f1ac	0	GroupMoveOrder::get_group_order	
0047f1ac	0	AirPatrolOrder::update_air_order	
0047f1ac	0	GroupMoveOrder::update_group_order	
0047f1c0	28	AirOrder::~AirOrder	void AirOrder::()
0047f1e0	43	StrafeOrder::`scalar deleting destructor'	void* StrafeOrder::(unsigned)
0047f20b	0	StrafeOrder::`vector deleting destructor'	
0047f213	0	StrafeOrder::clear	
0047f220	56	TargetOrder::walk_data	void TargetOrder::(DataWalk*)
0047f220	56	AwaitBoardOrder::walk_data	void AwaitBoardOrder::(DataWalk*...
0047f220	56	BoardOrder::walk_data	void BoardOrder::(DataWalk*)
0047f220	56	BuildOrder::walk_data	void BuildOrder::(DataWalk*)
0047f220	56	RepairOrder::walk_data	void RepairOrder::(DataWalk*)
0047f260	70	AttackOrder::walk_data	void AttackOrder::(DataWalk*)
0047f2b0	26	UnitOrder::walk_data	void UnitOrder::(DataWalk*)
0047f2b0	26	ThinkOrder::walk_data	void ThinkOrder::(DataWalk*)
0047f2d0	56	AirOrder::walk_data	void AirOrder::(DataWalk*)
0047f310	122	StrafeOrder::walk_data	void StrafeOrder::(DataWalk*)
0047f38a	0	StrafeOrder::walk_data	
0047f3a0	467	TargetOrder::log_data	void TargetOrder::(Log*)
0047f580	983	AttackOrder::log_data	void AttackOrder::(Log*)
0047f960	224	UnitOrder::log_data	void UnitOrder::(Log*)
0047fa40	825	AirOrder::log_data	void AirOrder::(Log*)
0047fd80	354	StrafeOrder::log_data	void StrafeOrder::(Log*)
0047fee2	0	StrafeOrder::log_data	
0047feea	0	StrafeOrder::get_type	
0047ff00	32	UnitOrder::is_move_attack	int UnitOrder::()
0047ff20	12	StrafeOrder::print_details	int StrafeOrder::(int, int)
0047ff20	12	GroupAttackOrder::print_details	int GroupAttackOrder::(int, int)
0047ff2c	0	StrafeOrder::print_details	
0047ff2c	0	GroupAttackOrder::print_details	
0047ff40	4	TargetOrder::get_target_order	const TargetOrder* TargetOrder::...
0047ff40	4	TargetOrder::update_target_order	TargetOrder* TargetOrder::()
0047ff40	4	AttackGroundOrder::get_attack_ground_order	const AttackGroundOrder* AttackG...
0047ff40	4	AwaitBoardOrder::get_await_board_order	const AwaitBoardOrder* AwaitBoar...
0047ff40	4	BoardOrder::get_board_order	const BoardOrder* BoardOrder::()
0047ff40	4	BuildOrder::get_build_order	const BuildOrder* BuildOrder::()
0047ff40	4	RepairOrder::get_repair_order	const RepairOrder* RepairOrder::...
0047ff40	4	AttackGroundOrder::update_attack_ground_order	AttackGroundOrder* AttackGroundO...
0047ff40	4	AwaitBoardOrder::update_await_board_order	AwaitBoardOrder* AwaitBoardOrder...
0047ff40	4	BoardOrder::update_board_order	BoardOrder* BoardOrder::()
0047ff40	4	BuildOrder::update_build_order	BuildOrder* BuildOrder::()
0047ff40	4	RepairOrder::update_repair_order	RepairOrder* RepairOrder::()
0047ff50	4	StrafeOrder::get_attack_order	const AttackOrder* StrafeOrder::...
0047ff50	4	StrafeOrder::get_strafe_order	const StrafeOrder* StrafeOrder::...
0047ff50	4	StrafeOrder::get_target_order	const TargetOrder* StrafeOrder::...
0047ff50	4	StrafeOrder::update_attack_order	AttackOrder* StrafeOrder::()
0047ff50	4	StrafeOrder::update_strafe_order	StrafeOrder* StrafeOrder::()
0047ff50	4	StrafeOrder::update_target_order	TargetOrder* StrafeOrder::()
0047ff50	4	GroupAttackOrder::get_attack_order	const AttackOrder* GroupAttackOr...
0047ff50	4	GroupAttackOrder::get_target_order	const TargetOrder* GroupAttackOr...
0047ff50	4	GroupAttackOrder::update_attack_order	AttackOrder* GroupAttackOrder::(...
0047ff50	4	GroupAttackOrder::update_group_attack_order	GroupAttackOrder* GroupAttackOrd...
0047ff50	4	GroupAttackOrder::update_target_order	TargetOrder* GroupAttackOrder::(...
0047ff54	0	StrafeOrder::get_attack_order	
0047ff54	0	StrafeOrder::get_strafe_order	
0047ff54	0	StrafeOrder::get_target_order	
0047ff54	0	StrafeOrder::update_attack_order	
0047ff54	0	StrafeOrder::update_strafe_order	
0047ff54	0	StrafeOrder::update_target_order	
0047ff54	0	GroupAttackOrder::get_attack_order	
0047ff54	0	GroupAttackOrder::get_target_order	
0047ff54	0	GroupAttackOrder::update_attack_order	
0047ff54	0	GroupAttackOrder::update_group_attack_order	
0047ff54	0	GroupAttackOrder::update_target_order	
0047ff60	4	StrafeOrder::get_air_order	const AirOrder* StrafeOrder::()
0047ff60	4	AttackOrder::get_attack_order	const AttackOrder* AttackOrder::...
0047ff60	4	StrafeOrder::update_air_order	AirOrder* StrafeOrder::()
0047ff60	4	AttackOrder::update_attack_order	AttackOrder* AttackOrder::()
0047ff60	4	CastOrder::get_cast_order	const CastOrder* CastOrder::()
0047ff60	4	GroupAttackOrder::get_group_order	const GroupOrder* GroupAttackOrd...
0047ff60	4	CastOrder::update_cast_order	CastOrder* CastOrder::()
0047ff60	4	GroupAttackOrder::update_group_order	GroupOrder* GroupAttackOrder::()
0047ff70	4	AirOrder::get_air_order	const AirOrder* AirOrder::()
0047ff70	4	AirOrder::update_air_order	AirOrder* AirOrder::()
0047ff70	4	AirPatrolOrder::get_air_order	const AirOrder* AirPatrolOrder::...
0047ff70	4	GroupMoveOrder::get_group_order	const GroupOrder* GroupMoveOrder...
0047ff70	4	AirPatrolOrder::update_air_order	AirOrder* AirPatrolOrder::()
0047ff70	4	GroupMoveOrder::update_group_order	GroupOrder* GroupMoveOrder::()
0047ff80	35	TargetOrder::clear	void TargetOrder::()
0047ffb0	60	AttackOrder::clear	void AttackOrder::()
0047fff0	5	UnitOrder::clear	void UnitOrder::()
00480000	54	AirOrder::clear	void AirOrder::()
00480040	127	StrafeOrder::clear	void StrafeOrder::()
004800c0	245	StrafeOrder::StrafeOrder	void StrafeOrder::()
004801c0	208	Array<HotKeyGroup>::init	int Array<HotKeyGroup>::(int, in...
00480290	526	Array<HotKeyGroup>::walk_data	void Array<HotKeyGroup>::(DataWa...
004804a0	575	Array<HotKeyGroup>::log_data	void Array<HotKeyGroup>::(Log*, ...
004806e0	96	Array<HotKeyGroup>::make_valid	int Array<HotKeyGroup>::(int)
00480740	439	Array<SelectGroup>::init	int Array<SelectGroup>::(int, in...
00480900	545	Array<SelectGroup>::walk_data	void Array<SelectGroup>::(DataWa...
00480b30	83	Array<SelectGroup>::make_valid	int Array<SelectGroup>::(int)
00480b90	127	Array<Option>::init_len	int Array<Option>::(int, int)
00480c10	69	Array<Option>::init	int Array<Option>::(int, int)
00480c60	83	Array<Option>::make_valid	int Array<Option>::(int)
00480cc0	487	Array<Option>::walk_data	void Array<Option>::(DataWalk*, ...
00480eb0	67	ScenarioEditor::hide_terrain_map	void ScenarioEditor::()
00480f00	80	IFaceResources::toggle_infra	void IFaceResources::()
00480f50	80	IFaceResources::toggle_market	void IFaceResources::()
00480fa0	83	IFaceResources::toggle_resource	void IFaceResources::()
00481000	21	ctrl_key	int ()
00481020	21	alt_key	int ()
00481040	23	OptionInfo::operator[]	const OptionData& OptionInfo::(c...
00481060	208	ObjectArray<Form>::init	int ObjectArray<Form>::(int, int...
00481130	96	ObjectArray<Form>::make_valid	int ObjectArray<Form>::(int)
00481190	532	ObjectArray<Form>::walk_data	void ObjectArray<Form>::(DataWal...
004813b0	2680	FormData::log_data	void FormData::(Log*)
00481e30	136	AttackToOrder::AttackToOrder	void AttackToOrder::()
00481ec0	136	ExploreToOrder::ExploreToOrder	void ExploreToOrder::()
00481f50	136	FleeToOrder::FleeToOrder	void FleeToOrder::()
00481fe0	219	GroupPatrolOrder::GroupPatrolOrder	void GroupPatrolOrder::()
004820c0	202	BuildOrder::BuildOrder	void BuildOrder::()
00482190	202	BoardOrder::BoardOrder	void BoardOrder::()
00482260	202	AwaitBoardOrder::AwaitBoardOrder	void AwaitBoardOrder::()
00482330	202	RepairOrder::RepairOrder	void RepairOrder::()
00482400	143	GroupAttackToOrder::GroupAttackToOrder	void GroupAttackToOrder::()
00482490	118	GroupAttackToOrder::`scalar deleting destructor'	void* GroupAttackToOrder::(unsig...
00482506	0	GroupAttackToOrder::`vector deleting destructor'	
00482510	9	GroupAttackToOrder::walk_data	void GroupAttackToOrder::(DataWa...
00482519	0	GroupAttackToOrder::walk_data	
00482530	118	GroupAttackToOrder::log_data	void GroupAttackToOrder::(Log*)
004825a6	0	GroupAttackToOrder::log_data	
004825b0	6	GroupAttackToOrder::get_type	OrderIndex GroupAttackToOrder::(...
004825b0	6	SpriteAccumMethod::get_method_type	int SpriteAccumMethod::()
004825b0	6	EventPacket::get_packet_type	int EventPacket::()
004825b6	0	GroupAttackToOrder::get_type	
004825c0	12	GroupAttackToOrder::print_details	int GroupAttackToOrder::(int, in...
004825c0	12	GroupMoveOrder::print_details	int GroupMoveOrder::(int, int)
004825cc	0	GroupAttackToOrder::print_details	
004825cc	0	GroupMoveOrder::print_details	
004825e0	4	GroupAttackToOrder::get_group_attack_to_order	const GroupAttackToOrder* GroupA...
004825e0	4	GroupMoveOrder::get_group_move_order	const GroupMoveOrder* GroupMoveO...
004825e0	4	GroupMoveOrder::get_move_order	const MoveOrder* GroupMoveOrder:...
004825e0	4	GroupAttackToOrder::update_group_attack_to_order	GroupAttackToOrder* GroupAttackT...
004825e0	4	GroupMoveOrder::update_group_move_order	GroupMoveOrder* GroupMoveOrder::...
004825e0	4	GroupMoveOrder::update_move_order	MoveOrder* GroupMoveOrder::()
004825e4	0	GroupAttackToOrder::get_group_attack_to_order	
004825e4	0	GroupMoveOrder::get_group_move_order	
004825e4	0	GroupMoveOrder::get_move_order	
004825e4	0	GroupAttackToOrder::update_group_attack_to_order	
004825e4	0	GroupMoveOrder::update_group_move_order	
004825e4	0	GroupMoveOrder::update_move_order	
004825f0	141	GroupMoveOrder::~GroupMoveOrder	void GroupMoveOrder::()
00482680	152	RepairOrder::`scalar deleting destructor'	void* RepairOrder::(unsigned)
00482718	0	RepairOrder::`vector deleting destructor'	
00482720	118	RepairOrder::log_data	void RepairOrder::(Log*)
00482796	0	RepairOrder::log_data	
004827a0	6	RepairOrder::get_type	OrderIndex RepairOrder::()
004827a0	6	MOTMethod::get_method_type	int MOTMethod::()
004827a0	6	IStreamPacket::get_packet_type	int IStreamPacket::()
004827a0	6	ChatRejoinAction::get_type	int ChatRejoinAction::()
