type_id	name_internal	name_display	type	job_time	res_time	tribe_mask	cat	cost0	cost1	cost2	cost3	cost4	cost5	preq0	preq1	preq2	from	where	upgrade	jump	obs	show0	show1	modified	grid_x	grid_y	obj_masks	attack	to_hit	attenuate	recharge	min_range	max_range	splash_area	splash_percent	ammo_per_att	proj_speed	hits	armor	domain	los	science_los	guy_spacing	x_spacing	y_spacing	abil	x_size	y_size	guy_radius	block_radius	big_radius	new_block_radius	new_big_radius	fly_high	fly_low	block_points	graft	special_upgrade	special_upgrade_cost	support0	support1	support_cost0	support_cost1	age	unit_flags	unit_flags2	mode	moves	turn_speed	role	carry	carry_size	military_level	research_premium_cost	research_premium_time	job_extra_time	mana	control_cost	progression	push_size	push_circles	target_size	squad_size	uber_size	crew_size	base_form
115	HIGHLANDERELITE	Black Watch	115	169	169	2048	0	7	6	0	0	0	0	548	576	-1	114	427	102	102	-2	-2	-2	0	0	0	352	220	300	5	32	0	12	0	100	1	400	152	3	0	13	0	144	144	144	-1	1	1	48	48	48	1	1	0	30	8	100	-1	0	1	0	1	1	5	16784128	0	0	28	286331149	1379328	0	2	5	512	512	10	0	1	3	48	1	144	1	3	0	0
116	MANCHUMUSKETEERS	Manchu Musketeers	116	138	138	16384	0	7	5	0	0	0	0	547	575	-1	97	427	117	117	-2	-2	-2	0	0	0	104	200	300	6	44	0	12	0	100	1	350	142	2	0	13	0	144	144	144	-1	1	1	48	48	48	1	1	0	25	8	99	-1	0	1	0	1	1	4	16784128	0	0	24	250539757	1379328	0	2	4	512	512	10	0	1	3	48	1	144	1	3	0	0
117	MANCHURIFLEMEN	Manchu Riflemen	117	138	138	16384	0	8	6	0	0	0	0	548	576	-1	116	427	118	118	-2	-2	-2	0	0	0	352	220	300	5	32	0	13	0	100	1	400	156	3	0	14	0	144	144	144	-1	1	1	48	48	48	1	1	0	30	8	100	-1	0	1	0	1	1	5	16784128	0	0	27	286331149	1379328	0	2	5	512	512	10	0	1	3	48	1	144	1	3	0	0
118	MANCHUINFANTRY	Manchu Infantry	118	138	138	16384	0	8	6	0	0	0	0	549	577	-1	117	427	106	104	-2	-2	-2	0	0	0	352	240	300	4	32	0	14	0	100	1	450	161	4	0	15	0	144	144	144	-1	1	1	48	48	48	1	1	0	33	8	102	-1	0	1	0	1	1	6	16784128	0	0	32	322122544	1379328	0	2	6	512	512	10	0	1	3	48	1	144	1	3	0	0
119	MARINES	Continental Marines	119	169	169	1048576	0	7	6	0	0	0	0	547	575	-1	98	427	120	120	-2	-2	-2	0	0	0	104	200	300	0	44	0	10	0	100	1	350	150	2	0	11	0	144	144	144	-1	1	1	48	48	48	1	1	0	25	8	99	-1	0	1	0	1	1	4	16784129	0	0	24	250539757	1379328	0	2	4	512	512	10	0	1	3	48	1	144	1	3	0	0
120	MARINERIFLEMEN	Marine Riflemen	120	169	169	1048576	0	8	7	0	0	0	0	548	576	-1	119	427	121	121	-2	-2	-2	0	0	0	352	220	300	5	32	0	12	0	100	1	400	165	3	0	13	0	144	144	144	-1	1	1	48	48	48	1	1	0	30	8	100	-1	0	1	0	1	1	5	16784129	0	0	27	286331149	1379328	0	2	5	512	512	10	0	1	3	48	1	144	1	3	0	0
121	MARINEINFANTRY	Marine Infantry	121	169	169	1048576	0	8	7	0	0	0	0	549	577	-1	120	427	122	122	-2	-2	-2	0	0	0	352	240	300	4	32	0	13	0	100	1	450	170	4	0	14	0	144	144	144	-1	1	1	48	48	48	1	1	0	33	8	102	-1	0	1	0	1	1	6	16784129	0	0	32	322122544	1379328	0	2	6	512	512	10	0	1	3	48	1	144	1	3	0	0
122	ASSAULTMARINES	Assault Marines	122	169	169	1048576	0	8	7	0	0	0	0	550	578	-1	121	427	-1	-2	-2	-2	-2	0	0	0	352	250	300	4	32	0	14	0	100	1	450	190	4	0	15	0	144	144	144	-1	1	1	48	48	48	1	1	0	33	8	104	-1	0	1	0	1	1	7	16784129	0	0	34	357913941	1379328	0	2	7	512	512	10	0	1	3	48	1	144	1	3	0	0
123	MACHINEGUN	Machine Gun	123	225	225	16773119	0	0	0	8	0	7	0	548	576	-1	-1	427	125	125	-2	-2	-2	0	2	0	524384	330	300	0	50	0	14	0	100	6	450	140	2	0	15	0	300	300	300	-1	3	3	48	48	48	1	1	0	33	8	-1	-1	0	2	4	10	10	5	4228	7	0	20	322122544	1379328	0	2	5	512	512	10	0	1	0	48	1	144	1	1	1	0
124	MACHINEGUNGERMAN	Machine Gun	124	225	225	4096	0	0	0	8	0	7	0	548	576	-1	-1	427	-1	125	-2	-2	-2	0	2	0	524384	330	300	0	50	0	14	0	100	6	450	140	2	0	15	0	300	300	300	-1	3	3	48	48	48	1	1	0	33	8	123	-1	0	2	4	10	10	5	4228	7	0	20	322122544	1379328	0	2	5	512	512	10	0	1	0	48	1	144	1	1	1	0
125	HVYMACHINEGUN	Heavy Machine Gun	125	225	225	16772543	0	0	0	8	0	7	0	549	577	-1	123	427	129	127	-2	-2	-2	0	2	0	524384	360	300	0	50	0	15	0	100	6	450	155	2	0	16	0	300	300	300	-1	3	3	48	48	48	1	1	0	33	8	-1	-1	0	2	4	10	10	6	4612	7	0	21	322122544	1379328	0	2	6	512	512	10	0	1	0	48	1	144	1	1	1	0
126	HVYMACHINEGUNGERMAN	Heavy Machine Gun	126	225	225	576	0	0	0	8	0	7	0	549	577	-1	123	427	-1	127	-2	-2	-2	0	2	0	524384	360	300	0	50	0	15	0	100	6	450	155	2	0	16	0	300	300	300	-1	3	3	48	48	48	1	1	0	33	8	125	-1	0	2	4	10	10	6	4612	7	0	21	322122544	1379328	0	2	6	512	512	10	0	1	0	48	1	144	1	1	1	0
127	ADVMACHINEGUN	Advanced Machine Gun	127	225	225	16777215	0	0	0	8	0	7	0	550	578	-1	125	427	-1	-2	-2	-2	-2	0	2	0	524384	390	300	0	50	0	17	0	100	6	450	170	2	0	18	0	300	300	300	-1	3	3	48	48	48	1	1	0	33	8	-1	-1	0	2	4	10	10	7	4612	7	0	22	322122544	1379328	0	2	7	512	512	10	0	1	0	48	1	144	1	1	1	0
128	ADVMACHINEGUNCTWE	Advanced Machine Gun	128	225	225	0	0	0	0	8	0	7	0	550	578	-1	125	427	-1	-2	-2	-2	-2	0	2	0	524384	390	300	0	50	0	17	0	100	6	450	170	2	0	18	0	300	300	300	-1	3	3	48	48	48	1	1	0	33	8	-1	-1	0	2	4	10	10	7	4612	7	0	22	322122544	1379328	0	2	7	512	512	10	0	1	0	48	1	144	1	1	1	0
129	ADVMACHINEGUNCTWW	Advanced Machine Gun	129	225	225	0	0	0	0	8	0	7	0	550	578	-1	125	427	-1	-2	-2	-2	-2	0	2	0	524384	390	300	0	50	0	17	0	100	6	450	170	2	0	18	0	300	300	300	-1	3	3	48	48	48	1	1	0	33	8	-1	-1	0	2	4	10	10	7	4612	7	0	22	322122544	1379328	0	2	7	512	512	10	0	1	0	48	1	144	1	1	1	0
130	HVYMACHINEGUNGER	MG42	130	225	225	4096	0	0	0	8	0	7	0	549	577	-1	123	427	129	127	-2	-2	-2	0	2	0	524384	360	300	0	50	0	15	0	100	6	450	155	2	0	16	0	300	300	300	-1	3	3	48	48	48	1	1	0	33	8	125	-1	0	2	4	10	10	6	16781828	7	0	21	322122544	1379328	0	2	6	512	512	10	0	1	0	48	1	144	1	1	1	0
131	FLAMETHROWER	Flamethrower	131	188	188	16777215	0	8	0	0	0	6	0	548	576	-1	-1	427	-1	-2	-2	-2	-2	0	3	0	8421410	200	300	0	30	0	6	0	100	3	450	125	0	0	7	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	-1	-1	0	4	0	1	1	5	6532	1	0	24	238609293	1379328	0	1	5	512	512	10	0	1	3	48	1	144	1	1	0	0
132	HOPLITE	Hoplites	132	188	188	8089599	0	5	0	0	0	3	0	-1	-1	-1	-1	427	394	133	-2	-2	-2	0	1	0	1077936288	130	0	0	32	0	0	0	100	0	0	120	4	0	6	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	-1	-1	0	0	4	1	1	0	6528	0	0	25	190887434	329731	0	2	0	512	512	10	0	1	3	48	1	144	1	3	0	0
133	PHALANX	Phalanx	133	188	188	8089023	0	5	0	0	0	3	0	544	572	-1	132	427	134	134	-2	-2	-2	0	1	0	1077936288	150	0	0	32	0	0	0	100	0	0	145	4	0	7	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	-1	-1	0	0	4	1	1	1	6912	0	0	25	190887434	329731	0	2	1	512	512	10	0	1	3	48	1	144	1	3	0	0
134	PIKEMEN	Pikemen	134	188	188	8089023	0	5	0	0	0	3	0	545	573	-1	133	427	135	135	-2	-2	-2	0	1	0	1077936288	170	0	0	32	0	0	0	100	0	0	170	4	0	8	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	-1	-1	0	0	4	1	1	2	6912	0	0	25	190887434	329731	0	2	2	512	512	10	0	1	3	48	1	144	1	3	0	0
135	PIKEMENELITE	Elite Pikemen	135	188	188	8089023	0	6	0	0	0	5	0	546	574	-1	134	427	136	136	-2	-2	-2	0	1	0	1077936288	190	0	0	32	0	0	0	100	0	0	195	4	0	9	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	-1	-1	0	0	4	1	1	3	6912	0	0	25	190887434	329731	0	2	3	512	512	10	0	1	3	48	1	144	1	3	0	0
136	FUSILIER	Fusiliers	136	188	188	16743935	0	6	0	0	0	5	0	547	575	-1	135	427	137	137	-2	-2	-2	0	1	0	1073742048	200	300	0	32	0	6	0	100	1	350	200	4	0	10	0	144	144	144	-1	1	1	48	48	48	1	1	0	20	8	-1	-1	0	0	4	1	1	4	6912	0	0	25	190887434	330754	0	2	4	512	512	10	0	1	3	48	1	144	1	3	0	0
137	ANTITANKRIFLE	Anti-tank Rifle	137	188	188	16773119	0	8	0	0	0	6	0	548	576	-1	136	427	139	139	-2	-2	-2	0	1	0	1074790624	220	300	0	32	0	8	0	100	1	350	215	4	0	11	0	144	144	144	-1	1	1	48	48	48	1	1	0	20	8	-1	-1	0	0	4	1	1	5	6912	0	0	25	190887434	330754	0	2	5	512	512	10	0	1	3	48	1	144	1	3	0	0
138	ANTITANKRIFLEGERMAN	Anti-tank Rifle	138	188	188	4096	0	8	0	0	0	6	0	548	576	-1	136	427	-1	139	-2	-2	-2	0	1	0	1074790624	220	300	0	32	0	8	0	100	1	350	215	4	0	11	0	144	144	144	-1	1	1	48	48	48	1	1	0	20	8	137	-1	0	0	4	1	1	5	6912	0	0	25	190887434	330754	0	2	5	512	512	10	0	1	3	48	1	144	1	3	0	0
139	BAZOOKA	Bazooka	139	188	188	16772541	0	8	0	0	0	6	0	549	577	-1	137	427	143	141	-2	-2	-2	0	1	0	1083179232	230	300	0	32	0	9	0	50	1	200	247	5	0	13	0	144	144	144	-1	1	1	48	48	48	1	1	0	20	8	-1	-1	0	0	4	1	1	6	6912	0	0	25	190887434	330754	0	2	6	512	512	10	0	1	3	48	1	144	1	3	0	0
140	BAZOOKAGERMAN	Bazooka	140	188	188	4672	0	8	0	0	0	6	0	549	577	-1	137	427	-1	141	-2	-2	-2	0	1	0	1083179232	230	300	0	32	0	9	0	50	1	200	247	5	0	13	0	144	144	144	-1	1	1	48	48	48	1	1	0	20	8	139	-1	0	0	4	1	1	6	6912	0	0	25	190887434	330754	0	2	6	512	512	10	0	1	3	48	1	144	1	3	0	0
141	TOW	Anti-Tank Missile	141	188	188	16777213	0	8	0	0	0	6	0	550	578	-1	139	427	-1	-2	-2	-2	-2	0	1	0	1083179232	240	300	0	32	0	10	0	50	1	200	265	5	0	15	0	144	144	144	-1	1	1	48	48	48	1	1	0	20	8	-1	-1	0	0	4	1	1	7	6912	0	0	25	190887434	330754	0	2	7	512	512	10	0	1	3	48	1	144	1	3	0	0
142	TOWCTWE	Anti-Tank Missile	142	188	188	0	0	8	0	0	0	6	0	550	578	-1	139	427	-1	-2	-2	-2	-2	0	1	0	1083179232	240	300	0	32	0	10	0	50	1	200	265	5	0	15	0	144	144	144	-1	1	1	48	48	48	1	1	0	20	8	-1	-1	0	0	4	1	1	7	6912	0	0	25	190887434	330754	0	2	7	512	512	10	0	1	3	48	1	144	1	3	0	0
143	TOWCTWW	Anti-Tank Missile	143	188	188	0	0	8	0	0	0	6	0	550	578	-1	139	427	-1	-2	-2	-2	-2	0	1	0	1083179232	240	300	0	32	0	10	0	50	1	200	265	5	0	15	0	144	144	144	-1	1	1	48	48	48	1	1	0	20	8	-1	-1	0	0	4	1	1	7	6912	0	0	25	190887434	330754	0	2	7	512	512	10	0	1	3	48	1	144	1	3	0	0
144	RECOILGUN	Recoilless Gun	144	188	188	2	0	8	0	0	0	6	0	549	577	-1	137	427	145	145	-2	-2	-2	0	1	0	1083179232	230	300	0	32	0	9	0	50	1	200	247	5	0	14	0	144	144	144	-1	1	1	48	48	48	1	1	0	20	8	139	-1	0	0	4	1	1	6	16784128	0	0	25	190887434	330754	0	2	6	512	512	10	0	1	3	48	1	144	1	3	0	0
145	DRAGON	Dragon AT Missile	145	188	188	2	0	8	0	0	0	6	0	550	578	-1	144	427	-1	-2	-2	-2	-2	0	1	0	1083179232	240	300	0	32	0	10	0	50	1	200	265	5	0	15	0	144	144	144	-1	1	1	48	48	48	1	1	0	20	8	141	-1	0	0	4	1	1	7	16784128	0	0	25	190887434	330754	0	2	7	512	512	10	0	1	3	48	1	144	1	3	0	0
146	LEGION	Legions	146	188	188	64	0	5	0	0	0	3	0	544	572	-1	132	427	147	147	-2	-2	-2	0	1	0	1077936288	150	0	0	32	0	0	0	100	0	0	145	4	0	7	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	133	-1	0	0	4	1	1	1	16784128	0	0	27	190887434	329731	0	2	1	512	512	10	0	1	3	48	1	144	1	3	0	0
147	LEGIONELITE	Caesar's Legions	147	188	188	64	0	5	0	0	0	3	0	545	573	-1	146	427	148	148	-2	-2	-2	0	1	0	1077936288	170	0	0	32	0	0	0	100	0	0	170	4	0	8	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	134	-1	0	0	4	1	1	2	16784128	0	0	27	190887434	329731	0	2	2	512	512	10	0	1	3	48	1	144	1	3	0	0
148	PIKELEGION	Praetorian Guards	148	188	188	64	0	6	0	0	0	5	0	546	574	-1	147	427	136	136	-2	-2	-2	0	1	0	1077936288	190	0	0	32	0	0	0	100	0	0	195	4	0	9	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	135	-1	0	0	4	1	1	3	16784128	0	0	27	190887434	329731	0	2	3	512	512	10	0	1	3	48	1	144	1	3	0	0
149	SCUTARI	Scutari	149	188	188	512	0	5	0	0	0	3	0	544	572	-1	132	427	150	150	-2	-2	-2	0	1	0	1077936288	150	0	0	32	0	0	0	100	0	0	145	4	0	7	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	133	-1	0	0	4	1	1	1	16784128	0	0	25	190887434	329731	0	2	1	512	512	10	0	1	3	48	1	144	1	3	0	0
150	SCUTARIELITE	Royal Scutari	150	188	188	512	0	5	0	0	0	3	0	545	573	-1	149	427	151	151	-2	-2	-2	0	1	0	1077936288	170	0	0	32	0	0	0	100	0	0	170	4	0	8	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	134	-1	0	0	4	1	1	2	16784128	0	0	25	190887434	329731	0	2	2	512	512	10	0	1	3	48	1	144	1	3	0	0
151	SWORDSMEN	Tercios	151	188	188	512	0	6	0	0	0	5	0	546	574	-1	150	427	152	152	-2	-2	-2	0	1	0	1073742048	180	300	0	44	0	5	0	100	1	350	185	4	0	9	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	135	-1	0	0	4	1	1	3	16784128	0	0	25	190887434	330754	0	2	3	512	512	10	0	1	3	48	1	144	1	3	0	0
152	SWORDSMENELITE	Royal Tercios	152	188	188	512	0	6	0	0	0	5	0	547	575	-1	151	427	137	137	-2	-2	-2	0	1	0	1073742048	200	300	0	44	0	6	0	100	1	350	200	4	0	10	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	136	-1	0	0	4	1	1	4	16784128	0	0	25	190887434	330754	0	2	4	512	512	10	0	1	3	48	1	144	1	3	0	0
153	SOLDURI	Solduri	153	160	160	4096	0	5	0	0	0	3	0	-1	-1	-1	-1	427	154	154	-2	-2	-2	0	1	0	1077936288	130	0	0	32	0	0	0	100	0	0	130	5	0	6	0	168	144	144	-1	1	1	48	48	48	1	1	0	0	8	132	-1	0	0	4	1	1	0	16783744	0	0	25	190887434	329731	0	2	0	512	512	10	0	1	3	48	1	144	1	3	0	0
154	BARBARIAN	Barbarians	154	160	160	4096	0	5	0	0	0	3	0	544	572	-1	153	427	155	155	-2	-2	-2	0	1	0	1077936288	150	0	0	32	0	0	0	100	0	0	155	5	0	7	0	156	144	144	-1	1	1	48	48	48	1	1	0	0	8	133	-1	0	0	4	1	1	1	16784128	0	0	25	190887434	329731	0	2	1	512	512	10	0	1	3	48	1	144	1	3	0	0
155	BARBARIANVANDALS	Vandals	155	160	160	4096	0	5	0	0	0	3	0	545	573	-1	154	427	156	156	-2	-2	-2	0	1	0	1077936288	170	0	0	32	0	0	0	100	0	0	180	5	0	8	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	134	-1	0	0	4	1	1	2	16784128	0	0	25	190887434	329731	0	2	2	512	512	10	0	1	3	48	1	144	1	3	0	0
156	BARBARIANLANDS	Landsknechts	156	160	160	4096	0	6	0	0	0	5	0	546	574	-1	155	427	136	136	-2	-2	-2	0	1	0	1077936288	190	0	0	32	0	0	0	100	0	0	205	5	0	9	0	180	144	144	-1	1	1	48	48	48	1	1	0	0	8	135	-1	0	0	4	1	1	3	16784128	0	0	25	190887434	329731	0	2	3	512	512	10	0	1	3	48	1	144	1	3	0	0
157	ASHIGARU	Ashigaru Spearmen	157	188	188	32768	0	5	0	0	0	3	0	-1	-1	-1	-1	427	158	158	-2	-2	-2	0	1	0	1077936288	140	0	0	30	0	0	0	100	0	0	125	5	0	6	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	132	-1	0	0	4	1	1	0	16783744	0	0	25	226678826	329731	0	2	0	512	512	10	0	1	3	48	1	144	1	3	0	0
158	BUSHI	Bushi	158	188	188	32768	0	5	0	0	0	3	0	544	572	-1	157	427	159	159	-2	-2	-2	0	1	0	1077936288	160	0	0	30	0	0	0	100	0	0	150	5	0	7	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	133	-1	0	0	4	1	1	1	16784128	0	0	25	226678826	329731	0	2	1	512	512	10	0	1	3	48	1	144	1	3	0	0
159	BUSHIELITE	Elite Bushi	159	188	188	32768	0	5	0	0	0	3	0	545	573	-1	158	427	160	160	-2	-2	-2	0	1	0	1077936288	180	0	0	30	0	0	0	100	0	0	175	5	0	8	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	134	-1	0	0	4	1	1	2	16784128	0	0	25	226678826	329731	0	2	2	512	512	10	0	1	3	48	1	144	1	3	0	0
160	SAMURAI	Samurai	160	188	188	32768	0	6	0	0	0	5	0	546	574	-1	159	427	161	161	-2	-2	-2	0	1	0	1077936288	200	0	0	15	0	0	0	100	0	0	200	5	0	9	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	135	-1	0	0	4	1	1	3	16784128	0	0	25	226678826	329731	0	2	3	512	512	10	0	1	3	48	1	144	1	3	0	0
161	GUNSAMURAI	Gun Samurai	161	188	188	32768	0	6	0	0	0	5	0	547	575	-1	160	427	137	137	-2	-2	-2	0	1	0	1073742048	210	300	0	30	0	6	0	100	1	350	205	5	0	10	0	144	144	144	-1	1	1	48	48	48	1	1	0	20	8	136	-1	0	0	4	1	1	4	16784128	0	0	25	226678826	330754	0	2	4	512	512	10	0	1	3	48	1	144	1	3	0	0
162	IMMORTAL	Immortals	162	188	188	8388608	0	5	0	0	0	3	0	-1	-1	-1	-1	427	163	163	-2	-2	-2	0	1	0	1073873056	120	300	0	32	0	6	0	100	1	100	115	4	0	10	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	132	-1	0	0	4	1	1	0	16783744	0	0	26	190887434	330754	0	2	0	512	512	10	0	1	3	48	1	144	1	3	0	0
163	ANUSIYA	Anusiya	163	188	188	8388608	0	5	0	0	0	4	0	544	572	-1	162	427	164	164	-2	-2	-2	0	1	0	1073873056	140	300	0	32	0	6	0	100	1	100	140	4	0	10	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	133	-1	0	0	4	1	1	1	16784128	0	0	26	190887434	330754	0	2	1	512	512	10	0	1	3	48	1	144	1	3	0	0
164	ATHANATOI	Athanatoi	164	188	188	8388608	0	6	0	0	0	4	0	545	573	-1	163	427	165	165	-2	-2	-2	0	1	0	1073873056	160	300	0	32	0	6	0	100	1	100	165	4	0	10	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	134	-1	0	0	4	1	1	2	16784128	0	0	26	190887434	330754	0	2	2	512	512	10	0	1	3	48	1	144	1	3	0	0
165	ARQIMMORTAL	Arqimmortal	165	188	188	8388608	0	6	0	0	0	5	0	546	574	-1	164	427	136	136	-2	-2	-2	0	1	0	1073742048	180	300	0	32	0	6	0	100	1	100	185	4	0	10	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	135	-1	0	0	4	1	1	3	16784128	0	0	26	190887434	330754	0	2	3	512	512	10	0	1	3	48	1	144	1	3	0	0
166	SPEARMEN	Spearmen	166	188	188	262144	0	5	0	0	0	3	0	-1	-1	-1	-1	427	167	167	-2	-2	-2	0	1	0	1077936288	130	0	0	32	0	0	0	100	0	0	120	4	0	6	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	132	-1	0	0	4	1	1	0	16783744	0	0	25	190887434	329731	0	2	0	512	512	10	0	1	3	48	1	144	1	3	0	0
167	MOHAWK	Mohawk Spearmen	167	188	188	262144	0	5	0	0	0	3	0	544	572	-1	166	427	168	168	-2	-2	-2	0	1	0	1077936288	150	0	0	32	0	0	0	100	0	0	145	4	0	7	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	133	-1	0	0	4	1	1	1	16784128	0	0	25	190887434	329731	0	2	1	512	512	10	0	1	3	48	1	144	1	3	0	0
168	HEAVYMOHAWK	Heavy Mohawk Spearmen	168	188	188	262144	0	5	0	0	0	3	0	545	573	-1	167	427	169	169	-2	-2	-2	0	1	0	1077936288	170	0	0	32	0	0	0	100	0	0	170	4	0	8	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	134	-1	0	0	4	1	1	2	16784128	0	0	25	190887434	329731	0	2	2	512	512	10	0	1	3	48	1	144	1	3	0	0
169	ELITEMOHAWK	Elite Mohawk Spearmen	169	188	188	262144	0	6	0	0	0	5	0	546	574	-1	168	427	136	136	-2	-2	-2	0	1	0	1077936288	190	0	0	32	0	0	0	100	0	0	195	4	0	9	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	135	-1	0	0	4	1	1	3	16784128	0	0	25	190887434	329731	0	2	3	512	512	10	0	1	3	48	1	144	1	3	0	0
170	BOWMEN	Bowmen	170	169	169	16711679	0	0	4	5	0	0	0	-1	-1	-1	-1	427	171	171	-2	-2	-2	0	2	0	132128	120	300	0	30	0	10	0	100	1	100	70	0	0	11	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	-1	-1	0	1	2	1	1	0	6528	0	0	26	286331149	1379328	0	2	0	512	512	10	0	1	3	48	1	144	1	3	0	0
171	ARCHERS	Archers	171	169	169	16709615	0	0	4	5	0	0	0	544	572	-1	170	427	172	172	-2	-2	-2	0	2	0	132128	140	300	0	30	0	10	0	100	1	100	80	0	0	11	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	-1	-1	0	1	2	1	1	1	6912	0	0	26	286331149	1379328	0	2	1	512	512	10	0	1	3	48	1	144	1	3	0	0
172	CROSSBOWMEN	Crossbowmen	172	169	169	15923176	0	0	4	5	0	0	0	545	573	-1	171	427	-1	99	-2	-2	-2	0	2	0	132128	160	300	0	30	0	10	0	100	1	200	90	0	0	11	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	-1	-1	0	1	2	1	1	2	6912	0	0	26	286331149	1379328	0	2	2	512	512	10	0	1	3	48	1	144	1	3	0	0
173	HEAVYARCHERS	Heavy Archers	173	169	169	786439	0	0	4	5	0	0	0	545	573	-1	171	427	-1	99	-2	-2	-2	0	2	0	132128	160	300	0	30	0	10	0	100	1	100	90	0	0	11	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	172	-1	0	1	2	1	1	2	6912	0	0	26	286331149	1379328	0	2	2	512	512	10	0	1	3	48	1	144	1	3	0	0
174	KUSHARCHERS	Kushite Archers	174	169	169	16	0	0	4	5	0	0	0	544	572	-1	170	427	175	175	-2	-2	-2	0	2	0	132128	140	300	2	30	0	10	0	100	1	100	80	0	0	11	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	171	-1	0	1	2	1	1	1	16784128	0	0	26	286331149	1379328	0	2	1	512	512	10	0	1	3	48	1	144	1	3	0	0
175	KUSHARCHERSELITE	Royal Kushite Archers	175	169	169	16	0	0	4	5	0	0	0	545	573	-1	174	427	176	176	-2	-2	-2	0	2	0	132128	160	300	1	30	0	10	0	100	1	100	90	0	0	11	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	172	-1	0	1	2	1	1	2	16784128	0	0	26	286331149	1379328	0	2	2	512	512	10	0	1	3	48	1	144	1	3	0	0
176	APEDEMAK	Apedemak Archers	176	169	169	16	0	0	4	5	0	0	0	546	574	-1	175	427	-1	99	-2	-2	-2	0	2	0	132128	180	300	1	30	0	10	0	100	1	100	110	0	0	11	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	-1	-1	0	2	1	1	1	3	16784128	0	0	26	286331149	1379328	0	2	3	512	512	10	0	1	3	48	1	144	1	3	0	0
177	LONGBOWMEN	Longbowmen	177	169	169	2048	0	0	3	5	0	0	0	544	572	-1	170	427	178	178	-2	-2	-2	0	2	0	132128	150	300	2	30	0	12	0	100	2	100	88	0	0	11	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	171	-1	0	1	2	1	1	1	16784128	0	0	26	286331149	1379328	0	2	1	512	512	10	0	1	3	48	1	144	1	3	0	0
178	LONGBOWMENELITE	King's Longbowmen	178	169	169	2048	0	0	3	5	0	0	0	545	573	-1	177	427	179	179	-2	-2	-2	0	2	0	132128	170	300	1	30	0	12	0	100	2	100	99	0	0	11	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	172	-1	0	1	2	1	1	2	16784128	0	0	26	286331149	1379328	0	2	2	512	512	10	0	1	3	48	1	144	1	3	0	0
179	KINGSYEOMANRY	King's Yeomanry	179	169	169	2048	0	0	3	5	0	0	0	546	574	-1	178	427	-1	114	-2	-2	-2	0	2	0	132128	190	300	1	30	0	12	0	100	2	100	120	0	0	12	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	-1	-1	0	1	2	1	1	3	16784128	0	0	26	286331149	1379328	0	2	3	512	512	10	0	1	3	48	1	144	1	3	0	0
180	HWARANG	Hwarang	180	169	169	65536	0	0	4	5	0	0	0	-1	-1	-1	-1	427	181	181	-2	-2	-2	0	2	0	132128	130	300	0	30	0	10	0	100	2	100	77	1	0	11	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	170	-1	0	1	2	1	1	0	16783744	0	0	26	286331149	1379328	0	2	0	512	512	10	0	1	3	48	1	144	1	3	0	0
