type_id	class	name_display	name_internal	obj_ptr
451	BuildType	House	HOUSE0	0x223A6214
452	BuildType	House	HOUSE1	0x223A7684
453	BuildType	House	HOUSE2	0x223A5474
454	BuildType	House	HOUSE3	0x223A4A3C
455	BuildType	House	HOUSE4	0x223A79EC
456	BuildType	House	HOUSE5	0x223A6C4C
457	BuildType	House	HOUSE6	0x223A6FB4
458	BuildType	House	HOUSE7	0x223A657C
459	BuildType	House	HOUSE8	0x223A7D54
460	BuildType	House	HOUSE9	0x223A4DA4
461	BuildType	House	HOUSE10	0x223A68E4
462	BuildType	House	HOUSE11	0x223A80BC
463	BuildType	House	HOUSE12	0x223A510C
464	BuildType	House	HOUSE13	0x223A57DC
465	BuildType	House	HOUSE14	0x223A46D4
466	BuildType	House	HOUSE15	0x223A952C
467	BuildType	House	HOUSE16	0x223A731C
468	BuildType	House	HOUSE17	0x223A5EAC
469	BuildType	House	HOUSE18	0x223A8E5C
470	BuildType	House	HOUSE19	0x223A8424
471	BuildType	House	HOUSE20	0x223A878C
472	BuildType	House	HOUSE21	0x223A8AF4
473	BuildType	House	HOUSE22	0x223A91C4
474	BuildType	House	HOUSE23	0x223A5B44
475	BuildType	House	HOUSE24	0x223A9894
476	BuildType	House	HOUSE25	0x223A9BFC
477	BuildType	House	HOUSE26	0x223A9F64
478	BuildType	House	HOUSE27	0x223AA2CC
479	BuildType	House	HOUSE28	0x223AA634
480	BuildType	House	HOUSE29	0x223AA99C
481	BuildType	House	HOUSE30	0x223AAD04
482	BuildType	House	HOUSE31	0x223AB06C
483	BuildType	House	HOUSE32	0x223ABAA4
484	BuildType	House	HOUSE33	0x223AB3D4
485	BuildType	House	HOUSE34	0x223ABE0C
486	BuildType	House	HOUSE35	0x223AC174
487	BuildType	Apartments	APARTMENT0	0x223AB73C
488	BuildType	Apartments	APARTMENT1	0x223ADEB4
489	BuildType	Apartments	APARTMENT2	0x223AD7E4
490	BuildType	Apartments	APARTMENT3	0x223AF324
491	BuildType	Apartments	APARTMENT4	0x223ADB4C
492	BuildType	Apartments	APARTMENT5	0x223AE584
493	BuildType	Apartments	APARTMENT6	0x223AC6DC
494	BuildType	Apartments	APARTMENT7	0x223AE8EC
495	BuildType	Apartments	APARTMENT8	0x223AE21C
496	BuildType	Apartments	APARTMENT9	0x223ACDAC
497	BuildType	Apartments	APARTMENT10	0x223AD47C
498	BuildType	Apartments	APARTMENT11	0x223AD114
499	BuildType	Apartments	APARTMENT12	0x223AEC54
500	BuildType	Apartments	APARTMENT13	0x223AEFBC
501	BuildType	Apartments	APARTMENT14	0x223AF68C
502	BuildType	Apartments	APARTMENT15	0x223AF9F4
503	BuildType	Apartments	APARTMENT16	0x223AFD5C
504	BuildType	Apartments	APARTMENT17	0x223B00C4
505	BuildType	Apartments	APARTMENT18	0x223B042C
506	BuildType	Apartments	APARTMENT19	0x223ACA44
507	BuildType	Office Building	OFFICE0	0x223B263C
508	BuildType	Office Building	OFFICE1	0x223B189C
509	BuildType	Office Building	OFFICE2	0x223B1C04
510	BuildType	Office Building	OFFICE3	0x223B1F6C
511	BuildType	Office Building	OFFICE4	0x223B2D0C
512	BuildType	Office Building	OFFICE5	0x223B29A4
513	BuildType	Office Building	OFFICE6	0x223B11CC
514	BuildType	Office Building	OFFICE7	0x223B3074
515	BuildType	Office Building	OFFICE8	0x223B0AFC
516	BuildType	Office Building	OFFICE9	0x223B0794
517	BuildType	Office Building	OFFICE10	0x223B0E64
518	BuildType	Office Building	OFFICE11	0x223B1534
519	BuildType	Courtyard Fountain	COURTYARDFOUNTAIN	0x223B22D4
520	BuildType	Missile Silo	NUCLEARSILO	0x223B33DC
521	BuildType	Lookout	LOOKOUT	0x223B417C
522	BuildType	Observation Post	OBSERVATIONPOST	0x223B3744
523	BuildType	Air Defense Gun	AIRDEFENSEGUN	0x223B3E14
524	BuildType	Radar Air Defense	RADARAIRDEFENSE	0x223B3AAC
525	BuildType	SAM Installation	SAMINSTALLATION	0x2257BB3C
526	BuildType	Pyramids	PYRAMIDS	0x2257BEA4
527	BuildType	Colossus	COLOSSUS	0x2257C20C
528	BuildType	Hanging Gardens	HANGINGGARDENS	0x2257AA34
529	BuildType	Terra Cotta Army	TERRACOTTAARMY	0x2257B46C
530	BuildType	Colosseum	COLOSSEUM	0x2257B7D4
531	BuildType	Forbidden City	FORBIDDENCITY	0x2257CFAC
532	BuildType	Temple of Tikal	TIKAL	0x2257CC44
533	BuildType	Porcelain Tower	PORCELAIN	0x2257D314
534	BuildType	Red Fort	REDFORT	0x2257D67C
535	BuildType	Angkor Wat	ANGKORWAT	0x2257D9E4
536	BuildType	Versailles	VERSAILLES	0x2257C574
537	BuildType	Statue of Liberty	STATUEOFLIBERTY	0x2257C8DC
538	BuildType	Kremlin	KREMLIN	0x22579FFC
539	BuildType	Taj Mahal	TAJMAHAL	0x2257B104
540	BuildType	Eiffel Tower	EIFFELTOWER	0x2257AD9C
541	BuildType	Supercollider	SUPERCOLLIDER	0x2257DD4C
542	BuildType	Space Program	SPACEPROGRAM	0x2257A364
543	ItemType	Goody Box	Goody Box	0x16AE5BDC
544	TechType	Classical Age		0x22579D34
545	TechType	Medieval Age		0x1699E804
546	TechType	Gunpowder Age		0x1699D2C4
547	TechType	Enlightenment Age		0x1699DABC
548	TechType	Industrial Age		0x1699D56C
549	TechType	Modern Age		0x1699D814
550	TechType	Information Age		0x1699EAAC
551	TechType	Written Word		0x1699ED54
552	TechType	Mathematics		0x1699DD64
553	TechType	Chemistry		0x1699E00C
554	TechType	Laws of Nature		0x1699E2B4
555	TechType	Electricity		0x1699E55C
556	TechType	Electronics		0x1699EFFC
557	TechType	Computerization		0x223C8BAC
558	TechType	Barter		0x223C6E74
559	TechType	Coinage		0x223C8E54
560	TechType	Trade		0x223C810C
561	TechType	Mercantilism		0x223C9E44
562	TechType	Finance		0x223C93A4
563	TechType	Assembly Line		0x223CA8E4
564	TechType	Globalization		0x223C8904
565	TechType	City State		0x223C711C
566	TechType	Empire		0x223C90FC
567	TechType	Feudalism		0x223CAB8C
568	TechType	Divine Right		0x223CA394
569	TechType	Constitution		0x223C83B4
570	TechType	Great Power		0x223C964C
571	TechType	International Law		0x223C98F4
572	TechType	The Art of War		0x223C9B9C
573	TechType	Mercenaries		0x223C7914
574	TechType	Standing Army		0x223C766C
575	TechType	Conscription		0x223CA0EC
576	TechType	Levee en Masse		0x223CA63C
577	TechType	Nation-in-Arms		0x223C7BBC
578	TechType	Selective Service		0x223C73C4
579	TechType	Missile Shield		0x223C7E64
580	TechType	World Government		0x223C865C
581	TechType	Global Prosperity		0x16CB213C
582	TechType	Artificial Intelligence		0x16CB3E74
583	TechType	Tactics		0x16CB510C
584	TechType	Operations		0x16CB169C
585	TechType	Strategy		0x16CB466C
586	TechType	Religion		0x16CB23E4
587	TechType	Monotheism		0x16CB411C
588	TechType	Existentialism		0x16CB2BDC
589	TechType	Taxation		0x16CB43C4
590	TechType	Vassalage		0x16CB4914
591	TechType	Social Contract		0x16CB4BBC
592	TechType	Income Tax		0x16CB1944
593	TechType	Fortification		0x16CB1BEC
594	TechType	Bombardment		0x16CB312C
595	TechType	Strategic Reserves		0x16CB1E94
596	TechType	Allegiance		0x16CB268C
597	TechType	Oath of Fealty		0x16CB4E64
598	TechType	Patriotism		0x16CB33D4
599	TechType	Nationalism		0x16CB53B4
600	TechType	Construction		0x16CB2934
601	TechType	Architecture		0x16CB2E84
602	TechType	Engineering		0x16CB367C
603	TechType	Herbal Lore		0x16CB3924
604	TechType	Medicine		0x16CB3BCC
605	TechType	Pharmaceuticals		0x16CB7134
606	TechType	Forage		0x16CB9114
607	TechType	Supply		0x16CB7E7C
608	TechType	Logistics		0x16CB7BD4
609	TechType	Carpentry		0x16CB73DC
610	TechType	Logging Industry		0x16CB93BC
611	TechType	Papermill		0x16CB693C
612	TechType	Agriculture		0x16CB7684
613	TechType	Crop Rotation		0x16CB83CC
614	TechType	Food Industry		0x16CB792C
615	TechType	Literacy		0x16CB6694
616	TechType	Printing Press		0x16CB8124
617	TechType	Scientific Method		0x16CB8674
618	TechType	Institutional Research		0x16CB891C
619	TechType	Supercomputers		0x16CB6E8C
620	TechType	Metal Alloys		0x16CB8BC4
621	TechType	Cold Casting		0x16CB56A4
622	TechType	Steel		0x16CB594C
623	TechType	Despotism		0x16CB6144
624	TechType	Republic		0x16CB5BF4
625	TechType	Monarchy		0x16CB8E6C
626	TechType	Democracy		0x16CB5E9C
627	TechType	Socialism		0x16CB6BE4
628	TechType	Capitalism		0x16CB63EC
629	SpellType	Bribe	BRIBE	0x22547F24
630	SpellType	Pilfer Resources	PILFER	0x225478AC
631	SpellType	Counterintelligence	COUNTERINTEL	0x22547CFC
632	SpellType	Assimilate	ASSIMILATE	0x22547684
633	SpellType	Rally!	RALLY	0x2254745C
634	SpellType	Create Decoys	CREATEDECOY	0x22546BBC
635	SpellType	Ambush	AMBUSH	0x2254631C
636	SpellType	Forced March	FORCEDMARCH	0x2254493C
637	SpellType	Entrench	ENTRENCH	0x22547AD4
638	SpellType	Restock Supplies	RESTOCK	0x2254814C
639	SpellType	Informer	INFORMER	0x2254562C
640	SpellType	Sabotage	SABOTAGE	0x225487C4
641	SpellType	Sniper	SNIPER	0x22545ECC
642	SpellType	Blow Tread	BLOWTREAD	0x225489EC
643	SpellType	Jam Radar	JAMRADAR	0x22548374
644	SpellType	Paradrop	PARADROP	0x22545854
645	SpellType	Research Project	RESEARCHPROJ	0x2254859C
646	SpellType	Raze	RAZE	0x22545CA4
647	SpellType	Move Capital Here	MOVECAPITAL	0x22544B64
648	SpellType	Lock Gate	LOCK	0x22548C14
649	SpellType	Unlock Gate	UNLOCK	0x22546DE4
650	SpellType	Transport	TRANSPORT	0x225460F4
651	SpellType	Pack	PACK	0x22546544
652	SpellType	Deploy	DEPLOY	0x22546994
653	SpellType	Pack	PACK	0x22552BA4
654	SpellType	Deploy	DEPLOY	0x225520DC
655	SpellType	Pack	PACK	0x22552754
656	SpellType	Deploy	DEPLOY	0x22553444
657	SpellType	Pack	PACK	0x22552FF4
658	SpellType	Deploy	DEPLOY	0x2255321C
659	SpellType	Civilian	CIVILIAN	0x22554584
660	SpellType	To Arms	TOARMS	0x2255549C
661	SpellType	Build Aircraft	BUILDAIR	0x22553894
662	SpellType	Morph	MORPH	0x22553ABC
663	SpellType	Go Ranged	IMMORTAL_ARCH	0x22553CE4
664	SpellType	Go Melee	IMMORTAL_HINF	0x22553F0C
665	SpellType	Upgrade	GORADAR	0x22559774
666	SpellType	Disband	DISBAND	0x22555F64
667	SpellType	Raze	RAZE	0x2255999C
668	SpellType	Declare War	DOW	0x22556C54
669	SpellType	Declare War	DOW	0x2255885C
670	SpellType	Declare War	DOW	0x22555D3C
671	SpellType	Declare War	DOW	0x22558ED4
672	SpellType	Declare War	DOW	0x22559BC4
673	SpellType	Declare War	DOW	0x22559DEC
674	SpellType	Declare War	DOW	0x22556804
675	SpellType	Declare War	DOW	0x225570A4
676	SpellType	Cancel Alliance	DOW2	0x22557944
677	SpellType	Cancel Alliance	DOW2	0x22557B6C
678	SpellType	Cancel Alliance	DOW2	0x225590FC
679	SpellType	Cancel Alliance	DOW2	0x2253E50C
680	SpellType	Cancel Alliance	DOW2	0x2253A684
681	SpellType	Cancel Alliance	DOW2	0x2253B374
682	SpellType	Cancel Alliance	DOW2	0x2253CF7C
683	SpellType	Cancel Alliance	DOW2	0x2253C4B4
684	BonusType			0x114B315C
685	BonusType			0x114B3334
686	BonusType			0x1141F0D4
687	BonusType			0x1141E5C4
688	BonusType			0x1141E3EC
689	BonusType			0x1141E79C
690	BonusType			0x1141E974
691	BonusType			0x1141EB4C
692	BonusType			0x1141ED24
693	BonusType			0x1141EEFC
694	BonusType			0x16D8AF04
695	BonusType			0x16D8B664
696	BonusType			0x16D8A97C
697	BonusType			0x16D8B83C
698	BonusType			0x16D8AB54
699	BonusType			0x16D8BA14
700	BonusType			0x16D8BBEC
701	BonusType			0x16D8A21C
702	BonusType			0x16D8A7A4
703	BonusType			0x16D89E6C
704	BonusType			0x16D8B0DC
705	BonusType			0x16D8AD2C
706	BonusType			0x16D8A3F4
707	BonusType			0x16D8A044
708	BonusType			0x16D8B2B4
709	BonusType			0x16D8B48C
710	BonusType			0x16D8A5CC
711	BonusType			0x114334A4
712	BonusType			0x11432994
713	BonusType			0x1143240C
714	BonusType			0x11431AD4
715	BonusType			0x11432234
716	BonusType			0x114327BC
717	BonusType			0x11431E84
718	BonusType			0x11431724
719	BonusType			0x11432B6C
720	BonusType			0x114318FC
721	BonusType			0x114325E4
722	BonusType			0x11431CAC
723	BonusType			0x1143205C
724	BonusType			0x11432D44
725	BonusType			0x11432F1C
726	BonusType			0x114330F4
727	BonusType			0x114332CC
728	BonusType			0x1144A45C
729	BonusType			0x1144AD94
730	BonusType			0x1144A634
731	BonusType			0x1144B8A4
732	BonusType			0x1144B31C
733	BonusType			0x1144BE2C
734	BonusType			0x1144C004
735	BonusType			0x1144B144
736	BonusType			0x1144A80C
737	BonusType			0x1144ABBC
738	BonusType			0x1144C1DC
739	BonusType			0x1144A9E4
740	BonusType			0x1144B4F4
741	BonusType			0x1144BA7C
742	BonusType			0x1144AF6C
743	BonusType			0x1144B6CC
744	BonusType			0x1144BC54
745	BonusType			0x16BC6104
746	BonusType			0x16BC5244
747	BonusType			0x16BC55F4
748	BonusType			0x16BC5D54
749	BonusType			0x16BC668C
750	BonusType			0x16BC541C
751	BonusType			0x16BC59A4
752	BonusType			0x16BC5F2C
753	BonusType			0x16BC506C
754	BonusType			0x16BC57CC
755	BonusType			0x16BC6C14
756	BonusType			0x16BC5B7C
757	BonusType			0x16BC62DC
758	BonusType			0x16BC64B4
759	BonusType			0x16BC6864
760	BonusType			0x16BC6A3C
761	BonusType			0x16BC6DEC
762	BonusType			0x16AEBE2C
763	BonusType			0x16AEA0AC
764	BonusType			0x16AEA80C
765	BonusType			0x16AEA9E4
766	BonusType			0x16AEA284
767	BonusType			0x16AEB144
768	BonusType			0x16AEB31C
769	BonusType			0x16AEB4F4
770	BonusType			0x16AEB6CC
771	BonusType			0x16AEB8A4
772	BonusType			0x16AEABBC
773	BonusType			0x16AEAD94
774	BonusType			0x16AEBA7C
775	BonusType			0x16AEBC54
776	BonusType			0x16AEAF6C
777	BonusType			0x16AEA45C
778	BonusType			0x16AEA634
779	BonusType			0x16AED14C
780	BonusType			0x16AEDC5C
781	BonusType			0x16AED324
782	BonusType			0x16AEC9EC
783	BonusType			0x16AEC814
784	BonusType			0x16AED4FC
785	BonusType			0x16AECBC4
786	BonusType			0x16AEDE34
787	BonusType			0x16AECD9C
788	BonusType			0x16AECF74
789	BonusType			0x16AEC0B4
790	BonusType			0x16AEC464
791	BonusType			0x16AED6D4
792	BonusType			0x16AED8AC
793	BonusType			0x16AEDA84
794	BonusType			0x16AEC28C
795	BonusType			0x16AEC63C
796	BonusType			0x16AEFA8C
797	BonusType			0x16AEEF7C
798	BonusType			0x16AEF504
799	BonusType			0x16AEEDA4
800	BonusType			0x16AEF6DC
801	BonusType			0x16AEFE3C
802	BonusType			0x16AEE644
803	BonusType			0x16AEF154
804	BonusType			0x16AEE294
805	BonusType			0x16AEF8B4
