type_id	name_internal	name_display	type	job_time	res_time	tribe_mask	cat	cost0	cost1	cost2	cost3	cost4	cost5	preq0	preq1	preq2	from	where	upgrade	jump	obs	show0	show1	modified	grid_x	grid_y	obj_masks	attack	to_hit	attenuate	recharge	min_range	max_range	splash_area	splash_percent	ammo_per_att	proj_speed	hits	armor	domain	los	science_los	guy_spacing	x_spacing	y_spacing	abil	x_size	y_size	guy_radius	block_radius	big_radius	new_block_radius	new_big_radius	fly_high	fly_low	block_points	graft	special_upgrade	special_upgrade_cost	support0	support1	support_cost0	support_cost1	age	town_hits	min_city_size	misery_rate	build_flags	most_shots	garrison_max	base_arrows	wonder_val	plunder_value	plunder_good	behind_height	civ_graph_mask
487	APARTMENT0	Apartments	487	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	3	3	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
488	APARTMENT1	Apartments	488	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
489	APARTMENT2	Apartments	489	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	3	3	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
490	APARTMENT3	Apartments	490	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
491	APARTMENT4	Apartments	491	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
492	APARTMENT5	Apartments	492	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
493	APARTMENT6	Apartments	493	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	3	3	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
494	APARTMENT7	Apartments	494	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	3	3	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
495	APARTMENT8	Apartments	495	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	3	3	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
496	APARTMENT9	Apartments	496	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	3	3	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
497	APARTMENT10	Apartments	497	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
498	APARTMENT11	Apartments	498	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	3	3	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
499	APARTMENT12	Apartments	499	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	3	3	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
500	APARTMENT13	Apartments	500	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	3	3	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
501	APARTMENT14	Apartments	501	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	3	3	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
502	APARTMENT15	Apartments	502	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	3	3	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
503	APARTMENT16	Apartments	503	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	3	3	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
504	APARTMENT17	Apartments	504	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	3	3	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
505	APARTMENT18	Apartments	505	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	3	3	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
506	APARTMENT19	Apartments	506	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	3	3	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
507	OFFICE0	Office Building	507	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
508	OFFICE1	Office Building	508	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
509	OFFICE2	Office Building	509	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
510	OFFICE3	Office Building	510	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
511	OFFICE4	Office Building	511	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
512	OFFICE5	Office Building	512	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
513	OFFICE6	Office Building	513	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
514	OFFICE7	Office Building	514	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
515	OFFICE8	Office Building	515	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
516	OFFICE9	Office Building	516	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
517	OFFICE10	Office Building	517	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
518	OFFICE11	Office Building	518	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
519	COURTYARDFOUNTAIN	Courtyard Fountain	519	4000	4000	16777215	2	0	20	20	0	0	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	1	0	0	0	0	0	0	0	0	0	100	0	200	2000	0	0	16	0	0	-1	-1	-1	3	3	0	0	0	0	0	0	0	0	-1	-1	0	2	1	60	60	0	40	0	-8	1	0	0	0	1	250	1	5	0
520	NUCLEARSILO	Missile Silo	520	600	600	16777215	1	0	0	8	0	0	7	573	549	-1	-1	-1	-1	-1	-2	-2	-2	0	2	1	576	0	50	0	30	0	0	0	100	0	200	1200	2	0	12	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	2	5	50	50	1	20	0	1	3221233681	0	0	0	0	50	5	1	0
521	LOOKOUT	Lookout	521	200	200	16777215	1	0	6	0	0	0	0	-1	-1	-1	-1	-1	522	-1	-2	-2	-2	0	3	1	2181038080	60	300	-5	20	0	5	0	100	1	200	170	0	0	9	3	0	-1	-1	-1	2	2	0	0	0	0	0	33	75	0	-1	-1	0	1	4	4	2	0	10	0	0	67117073	1	0	1	0	10	1	2	0
522	OBSERVATIONPOST	Observation Post	522	200	200	16777215	1	0	8	0	0	6	0	546	-1	-1	521	521	523	-1	-2	-2	-2	0	3	1	2181038080	130	300	-5	20	0	5	0	100	1	200	210	0	0	9	3	0	-1	-1	-1	2	2	0	0	0	0	0	33	75	0	-1	-1	0	1	4	15	15	3	10	0	0	67117077	1	0	1	0	10	4	2	0
523	AIRDEFENSEGUN	Air Defense Gun	523	200	200	16777215	1	0	12	0	0	12	0	548	-1	-1	522	522	524	-1	-2	-2	-2	0	3	1	2181038080	220	300	-8	25	0	8	0	100	1	200	260	0	0	9	3	0	-1	-1	-1	2	2	0	0	0	0	0	33	75	0	-1	-1	0	1	4	25	25	5	10	0	0	67117077	1	0	1	0	40	4	2	0
524	RADARAIRDEFENSE	Radar Air Defense	524	300	300	16777215	1	0	12	0	0	12	0	549	-1	-1	523	523	525	-1	-2	-2	-2	0	3	1	2181038080	260	300	-5	25	0	10	0	100	1	200	275	0	0	9	3	0	-1	-1	-1	2	2	0	0	0	0	0	33	75	0	-1	-1	0	1	4	25	25	6	10	0	0	67117077	1	0	1	0	70	4	2	0
525	SAMINSTALLATION	SAM Installation	525	400	400	16777215	1	0	12	0	0	12	0	550	-1	-1	524	524	-1	-1	-2	-2	-2	0	3	1	2181038080	290	300	-1	25	0	12	0	100	1	200	280	0	0	9	3	0	-1	-1	-1	2	2	0	0	0	0	0	33	75	0	-1	-1	0	1	4	25	25	7	10	0	0	67117077	1	0	1	0	80	4	2	0
526	PYRAMIDS	Pyramids	526	4000	4000	16777215	2	20	20	0	0	0	0	544	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	100	0	200	2000	0	0	16	0	0	-1	-1	-1	8	8	0	0	0	0	0	0	0	0	-1	-1	0	0	1	60	60	1	40	0	-8	1	0	0	0	1	250	1	3	0
527	COLOSSUS	Colossus	527	4000	4000	16777215	2	0	20	20	0	0	0	544	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	1	0	0	0	0	0	0	0	0	0	100	0	200	2000	0	0	16	0	0	-1	-1	-1	6	6	0	0	0	0	0	0	0	0	-1	-1	0	2	1	60	60	1	40	0	-8	1	0	0	0	1	250	1	5	0
528	HANGINGGARDENS	Hanging Gardens	528	4000	4000	16777215	2	20	0	20	0	0	0	544	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	2	0	0	0	0	0	0	0	0	0	100	0	200	2000	0	0	16	0	0	-1	-1	-1	8	8	0	0	0	0	0	0	0	0	-1	-1	0	0	2	60	60	1	40	0	-8	1	0	0	0	1	250	0	3	0
529	TERRACOTTAARMY	Terra Cotta Army	529	5000	5000	16777215	2	30	0	30	0	0	0	545	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	0	0	0	0	0	0	0	0	100	0	200	3000	0	0	16	0	0	-1	-1	-1	8	8	0	0	0	0	0	0	0	0	-1	-1	0	0	2	90	90	2	40	0	-9	1	0	0	0	2	350	4	1	0
530	COLOSSEUM	Colosseum	530	5000	5000	16777215	2	0	30	0	0	30	0	545	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	4	0	0	0	0	0	0	0	0	0	100	0	200	3000	0	0	16	0	0	-1	-1	-1	8	8	0	0	0	0	0	0	0	0	-1	-1	0	4	1	90	90	2	40	0	-9	1	0	0	0	2	350	2	4	0
531	FORBIDDENCITY	Forbidden City	531	5000	5000	16777215	2	30	30	0	0	0	0	545	-1	-1	414	414	-1	-1	-2	-2	-2	0	0	1	67239936	110	300	-3	30	0	10	0	100	1	200	3000	5	0	16	2	0	-1	-1	-1	8	8	0	0	0	0	0	0	0	0	-1	-1	0	0	1	90	90	2	40	0	-9	67117073	4	20	0	2	350	1	4	0
532	TIKAL	Temple of Tikal	532	6000	6000	16777215	2	40	40	0	0	0	0	546	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	1	1	0	0	0	0	0	0	0	0	100	0	200	5000	0	0	16	0	0	-1	-1	-1	6	6	0	0	0	0	0	0	0	0	-1	-1	0	0	1	120	120	3	40	0	-10	1	0	0	0	2	500	1	5	0
533	PORCELAIN	Porcelain Tower	533	6000	6000	16777215	2	0	0	40	0	40	0	546	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	2	1	0	0	0	0	0	0	0	0	100	0	200	5000	0	0	16	0	0	-1	-1	-1	6	6	0	0	0	0	0	0	0	0	-1	-1	0	2	4	120	130	3	40	0	-10	1	0	0	0	2	500	2	7	0
534	REDFORT	Red Fort	534	3000	3000	16777215	2	0	0	40	0	40	0	546	-1	-1	443	443	-1	-1	-2	-2	-2	0	3	1	67108864	270	300	-2	30	0	14	1	20	1	200	6000	16	0	16	0	0	-1	-1	-1	8	8	0	0	0	0	0	0	0	0	-1	-1	0	4	2	120	120	3	45	0	-10	201334801	5	20	3	2	500	4	5	0
535	ANGKORWAT	Angkor Wat	535	7000	7000	16777215	2	0	50	50	0	0	0	547	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	4	1	0	0	0	0	0	0	0	0	100	0	200	7500	0	0	16	0	0	-1	-1	-1	7	7	0	0	0	0	0	0	0	0	-1	-1	0	2	1	180	180	4	40	0	-11	1	0	0	0	3	750	4	4	0
536	VERSAILLES	Versailles	536	7000	7000	16777215	2	50	0	0	0	50	0	547	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	0	2	0	0	0	0	0	0	0	0	100	0	200	7500	0	0	16	0	0	-1	-1	-1	7	7	0	0	0	0	0	0	0	0	-1	-1	0	0	4	180	180	4	40	0	-11	1	0	0	0	3	750	2	3	0
537	STATUEOFLIBERTY	Statue of Liberty	537	8000	8000	16777215	2	60	0	60	0	0	0	548	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	1	2	0	0	0	0	0	0	0	0	100	0	200	11000	0	0	16	0	0	-1	-1	-1	7	7	0	0	0	0	0	0	0	0	-1	-1	0	0	2	240	240	5	40	0	-13	1	0	0	0	4	1000	2	7	0
538	KREMLIN	Kremlin	538	10000	10000	16777215	2	70	0	0	0	70	0	549	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	2	0	0	0	0	0	0	0	0	100	0	200	15000	0	0	16	0	0	-1	-1	-1	7	7	0	0	0	0	0	0	0	0	-1	-1	0	4	0	360	360	6	40	0	-12	1	0	0	0	6	1500	4	4	0
539	TAJMAHAL	Taj Mahal	539	8000	8000	16777215	2	0	60	60	0	0	0	548	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	2	2	0	0	0	0	0	0	0	0	100	0	200	11000	0	0	16	0	0	-1	-1	-1	7	7	0	0	0	0	0	0	0	0	-1	-1	0	1	2	240	240	5	40	0	-12	1	0	0	0	4	1000	2	5	0
540	EIFFELTOWER	Eiffel Tower	540	10000	10000	16777215	2	0	70	0	0	70	0	549	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	4	2	0	0	0	0	0	0	0	0	100	0	200	15000	0	0	16	0	0	-1	-1	-1	6	6	0	0	0	0	0	0	0	0	-1	-1	0	4	1	360	360	6	40	0	-13	1	0	0	0	6	1500	4	7	0
541	SUPERCOLLIDER	Supercollider	541	12000	12000	16777215	2	80	0	0	80	0	0	550	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	0	3	0	0	0	0	0	0	0	0	100	0	200	20000	0	0	16	0	0	-1	-1	-1	8	8	0	0	0	0	0	0	0	0	-1	-1	0	3	0	480	480	7	40	0	-14	1	0	0	0	8	2000	3	2	0
542	SPACEPROGRAM	Space Program	542	12000	12000	16777215	2	0	0	80	80	0	0	550	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	1	3	0	0	0	0	0	0	0	0	100	0	200	20000	0	0	16	0	0	-1	-1	-1	6	6	0	0	0	0	0	0	0	0	-1	-1	0	3	2	480	480	7	40	0	-14	1	0	0	0	8	2000	2	6	0
