group	name	return_type	params	xml_func_index	handler_va	funcset	in_binary
Market	set_good	int_return	who who;res_type res_type;num num	471	009fb6f0	ScenarioFuncSet	yes
Market	take_good	int_return	who who;res_type res_type;num num	470	009fb630	ScenarioFuncSet	yes
Messages	clear_game_msg	void		6	009fed30	ScenarioFuncSet	yes
Messages	clear_msg	void		3	009fec70	ScenarioFuncSet	yes
Messages	print_game_msg	void	message message	5	009fecd0	ScenarioFuncSet	yes
Messages	print_msg	void	message message	0	009feb80	ScenarioFuncSet	yes
Messages	set_game_msg_color	void	color color	7	009fed40	ScenarioFuncSet	yes
Messages	set_game_msg_time	void	seconds seconds	8	009fed90	ScenarioFuncSet	yes
Messages	set_msg_align	void	str str	4	009fecc0	ScenarioFuncSet	yes
Messages	set_msg_color	void	str str	1	009febe0	ScenarioFuncSet	yes
Messages	set_msg_time	void	seconds seconds	2	009fec30	ScenarioFuncSet	yes
Messages, Help	set_feedback_msg	int_return	message message	28	009e3b80	ScenarioFuncSet	yes
Messages, Help	set_instruction_msg	int_return	message message	27	009e3b00	ScenarioFuncSet	yes
Messages, Help	use_advanced_menu	void		30	009e3c20	ScenarioFuncSet	yes
Messages, Help	use_basic_menu	void		29	009e3c00	ScenarioFuncSet	yes
Messages, Popup Dialogs	popup_choice	int_return	message message_text;message message_accept;message message_reject	10	009fee70,009fef90	ScenarioFuncSet	yes
Messages, Popup Dialogs	popup_dialog	int_return	message message	9	009fedd0	ScenarioFuncSet	yes
Messages, Resource Warning	build_placement_warning	int_return		334	009f37c0	ScenarioFuncSet	yes
Messages, Resource Warning	city_cap_warning	int_return		331	009f3670	ScenarioFuncSet	yes
Messages, Resource Warning	commerce_cap_warning	int_return	who who	332	009f36b0	ScenarioFuncSet	yes
Messages, Resource Warning	pop_cap_warning	int_return	who who	330	009f3620	ScenarioFuncSet	yes
Messages, Resource Warning	researching_warning	int_return		329	009f35e0	ScenarioFuncSet	yes
Messages, Resource Warning	resource_cap_warning	int_return	who who;res_type res_type	333	009f3720	ScenarioFuncSet	yes
Messages, Resource Warning	resource_warning	int_return		327	009f3560	ScenarioFuncSet	yes
Messages, Resource Warning	tech_warning	int_return		328	009f35a0	ScenarioFuncSet	yes
Mouse Over Objects	get_object_at_mouse	object_o	who who	290	009f1620	ScenarioFuncSet	yes
Mouse Over Objects	get_object_type_at_mouse	object_o	who who;object_type object_type	291	009f16e0	ScenarioFuncSet	yes
Mouse Over Objects	get_resource_at_mouse	object_o		296	009f1ac0	ScenarioFuncSet	yes
Mouse Over Objects	is_mouseover_forest	int_return		292	009f1870	ScenarioFuncSet	yes
Mouse Over Objects	is_mouseover_mountain	int_return		293	009f1900	ScenarioFuncSet	yes
Mouse Over Objects	is_mouseover_oil	int_return		294	009f1990	ScenarioFuncSet	yes
Mouse Over Objects	is_mouseover_river	int_return		295	009f1a30	ScenarioFuncSet	yes
Mouse, Events	get_mouse_game_x	x		338	009f3880	ScenarioFuncSet	yes
Mouse, Events	get_mouse_game_y	y		339	009f38a0	ScenarioFuncSet	yes
Mouse, Events	get_mouse_screen_x	screen_x		336	009f3840	ScenarioFuncSet	yes
Mouse, Events	get_mouse_screen_y	screen_y		337	009f3860	ScenarioFuncSet	yes
Mouse, Events	is_game_mouse_near	int_return	x x;y y;dist_radius dist_radius	340	009f38c0	ScenarioFuncSet	yes
Mouse, Events	mouse_down	int_return		335	009f3800	ScenarioFuncSet	yes
Nation & Player Stats	age	int_return	who who	138	009e8f50	ScenarioFuncSet	yes
Nation & Player Stats	gather_rate	num	who who;res_type res_type	143	009e90b0	ScenarioFuncSet	yes
Nation & Player Stats	get_console_player	who		165	009ea0b0	ScenarioFuncSet	yes
Nation & Player Stats	get_last_type_built	int_return	who who;object_type object_type	155	009e9910	ScenarioFuncSet	yes
Nation & Player Stats	get_starting_loc_x	int_return	who who	146	009e9250	ScenarioFuncSet	yes
Nation & Player Stats	get_starting_loc_y	int_return	who who	147	009e92a0	ScenarioFuncSet	yes
Nation & Player Stats	get_starting_resources	int_return	who who	145	009e91f0	ScenarioFuncSet	yes
Nation & Player Stats	get_starting_town_size	int_return	who who	144	009e9170	ScenarioFuncSet	yes
Nation & Player Stats	get_territory	int_return	who who	140	009e8fe0	ScenarioFuncSet	yes
Nation & Player Stats	get_wonder_points	int_return	who who	141	009e9030	ScenarioFuncSet	yes
Nation & Player Stats	is_defeated	int_return	who who	142	009e9070	ScenarioFuncSet	yes
Nation & Player Stats	max_military_unit_type	str	who who	156	009e9af0	ScenarioFuncSet	yes
Nation & Player Stats	num_buildings	num	who who	157	009e9bf0	ScenarioFuncSet	yes
Nation & Player Stats	num_cities	num	who who	148	009e92f0	ScenarioFuncSet	yes
Nation & Player Stats	num_civilian_buildings	num	who who	159	009e9ce0	ScenarioFuncSet	yes
Nation & Player Stats	num_civilian_units	num	who who	161	009e9e70	ScenarioFuncSet	yes
Nation & Player Stats	num_military_buildings	num	who who	158	009e9c60	ScenarioFuncSet	yes
Nation & Player Stats	num_military_units	num	who who	162	009e9ef0	ScenarioFuncSet	yes
Nation & Player Stats	num_rare_resources_seen	num	who who	164	009ea010	ScenarioFuncSet	yes
Nation & Player Stats	num_type	num	who who;object_type object_type	149	009e9320	ScenarioFuncSet	yes
Nation & Player Stats	num_type_upgrade	num	who who;object_type object_type	150	009e94a0	ScenarioFuncSet	yes
Nation & Player Stats	num_type_with_queued	num	who who;unit_type unit_type	151	009e9630	ScenarioFuncSet	yes
Nation & Player Stats	num_unit_category	num	who who;unit_cat unit_cat	163	009e9f70	ScenarioFuncSet	yes
Nation & Player Stats	num_units	num	who who	160	009e9d60	ScenarioFuncSet	yes
Nation & Player Stats	num_units_built	num	who who	152	009e9880	ScenarioFuncSet	yes
Nation & Player Stats	num_units_killed	num	who who	154	009e98e0	ScenarioFuncSet	yes
Nation & Player Stats	num_units_lost	num	who who	153	009e98b0	ScenarioFuncSet	yes
Nation & Player Stats	score	int_return	who who	139	009e8fa0	ScenarioFuncSet	yes
Object Location	any_object_at	int_return	who who;x x;y y	284	009f1140	ScenarioFuncSet	yes
Object Location	any_object_near	int_return	who who;num num_objects;x x;y y;dist_radius dist_radius	285	009f11b0	ScenarioFuncSet	yes
Object Location	any_object_near_build	int_return	who who_object;num num_objects;who who_build;build_o build_o;dist_radius dist_radius	286	009f1280	ScenarioFuncSet	yes
Object Location	is_object_at	int_return	who who;object_o object_o;x x;y y	278	009f0b70	ScenarioFuncSet	yes
Object Location	object_near	int_return	who who;object_o object_o;x x;y y;dist_radius dist_radius	279	009f0c30	ScenarioFuncSet	yes
Object Location	object_near_build	int_return	who who_object;object_o object_o;who who_build;build_o build_o;dist_radius dist_radius	280	009f0d10	ScenarioFuncSet	yes
Object Location	object_position_x	int_return	who who;object_o object_o	287	009f1360	ScenarioFuncSet	yes
Object Location	object_position_y	int_return	who who;object_o object_o	288	009f1470	ScenarioFuncSet	yes
Object Location	object_type	string	who who;object_o object_o	289	009f1580	ScenarioFuncSet	yes
Object Location	object_type_at	int_return	who who;object_type object_type;x x;y y	281	009f0e50	ScenarioFuncSet	yes
Object Location	object_type_near	int_return	who who;object_type object_type;num num_objects;x x;y y;dist_radius dist_radius	282	009f0f10	ScenarioFuncSet	yes
Object Location	object_type_near_build	int_return	who who_object;object_type object_type;num num_objects;who who_build;build_o build_o;dist_radius dist_radius	283	009f1010	ScenarioFuncSet	yes
Object Location	object_visible	int_return	who who;who whose_obj;object_o object_o	277	009f0a60	ScenarioFuncSet	yes
Objectives (Scenario)	add_goal	int_return	who who;goal_id goal_id;message message	20	009e3670	ScenarioFuncSet	yes
Objectives (Scenario)	clear_goals	int_return	who who	24	009e3a50	ScenarioFuncSet	yes
Objectives (Scenario)	complete_goal	int_return	who who;goal_id goal_id	21	009e3780	ScenarioFuncSet	yes
Objectives (Scenario)	goal_dialog_shown	int_return		25	009e3ad0	ScenarioFuncSet	yes
Objectives (Scenario)	remove_goal	int_return	who who;goal_id goal_id	23	009e3980	ScenarioFuncSet	yes
Objectives (Scenario)	reset_goal	int_return	who who;goal_id goal_id	22	009e3880	ScenarioFuncSet	yes
Objectives (Scenario)	show_goal_dialog	int_return		26	009e3ae0	ScenarioFuncSet	yes
Objectives (Temporary)	add_objective	int_return	message message;obj_id obj_id;sound sound	11	009e34d0	ScenarioFuncSet	yes
Objectives (Temporary)	add_objective_text	int_return	message message;obj_id obj_id;sound sound	12	009e3520	ScenarioFuncSet	yes
Objectives (Temporary)	change_objective_text	int_return	obj_id obj_id;message message	13	009e3570	ScenarioFuncSet	yes
Objectives (Temporary)	clear_objectives	int_return		19	009e3650	ScenarioFuncSet	yes
Objectives (Temporary)	objective_complete	int_return	obj_id obj_id	17	009e3610	ScenarioFuncSet	yes
Objectives (Temporary)	play_objective_sound	int_return	obj_id obj_id	16	009e35f0	ScenarioFuncSet	yes
Objectives (Temporary)	remove_objective	int_return	obj_id obj_id	18	009e3630	ScenarioFuncSet	yes
Objectives (Temporary)	set_objective_loc	int_return	obj_id obj_id;x x;y y	15	009e35b0	ScenarioFuncSet	yes
Objectives (Temporary)	set_objective_sound	int_return	obj_id obj_id;sound sound	14	009e3590	ScenarioFuncSet	yes
Ping	clear_pings	int_return	who who	46	009e4490	ScenarioFuncSet	yes
Ping	ping	int_return	who who_to;who who_from;x x;y y	39	009e3e70	ScenarioFuncSet	yes
Ping	ping_all	int_return	who who_to;x x;y y	40	009e3f30	ScenarioFuncSet	yes
Ping	ping_constant	int_return	who who_from;x x;y y	45	009e43f0	ScenarioFuncSet	yes
Ping	ping_group	int_return	who who_from;who whose_unit	43	004cea20,009e4140,009fa9c0	ScenarioFuncSet	yes
Ping	ping_group_all	int_return	who who_from;who whose_unit	44	004ce920,009e42b0,009faae0	ScenarioFuncSet	yes
Ping	ping_object	int_return	who who_to;who who_from;who whose_unit;object_o object_o	41	009e3fd0	ScenarioFuncSet	yes
Ping	ping_object_all	int_return	who who_from;who whose_unit;object_o object_o	42	009e4090	ScenarioFuncSet	yes
Ping & Screen Arrows	add_arrow_point	int_return	x x1;y y1	576	009ffe00	ScenarioFuncSet	yes
Ping & Screen Arrows	cancel_arrow	void		572	009ffd20	ScenarioFuncSet	yes
Ping & Screen Arrows	clear_all_arrows	void		573	009ffd30	ScenarioFuncSet	yes
Ping & Screen Arrows	draw_arrow_curve	int_return	seconds seconds	577	009ffe90	ScenarioFuncSet	yes
Ping & Screen Arrows	draw_screen_arrow_line	int_return	x x1;y y1;x x2;y y2;seconds seconds	571	009ffcc0	ScenarioFuncSet	yes
Ping & Screen Arrows	set_arrow_color	void	color color	578	009fff30	ScenarioFuncSet	yes
Ping & Screen Arrows	set_arrow_thick	void	real real_num_thick	579	009fff80	ScenarioFuncSet	yes
Ping & Screen Arrows	start_ping_arrow	int_return	x x1;y y1	575	009ffd70	ScenarioFuncSet	yes
Ping & Screen Arrows	start_screen_arrow	int_return	x x1;y y1	574	009ffd40	ScenarioFuncSet	yes
Population	population	num	who who	135	009e8e70	ScenarioFuncSet	yes
Population	population_cap	int_return	who who	136	009e8eb0	ScenarioFuncSet	yes
Population	set_population_cap	int_return	who who;num num	137	009e8ef0	ScenarioFuncSet	yes
Scale	get_unit_scale	real	who who;object_o object_o	180	009eac70	ScenarioFuncSet	yes
Scale	set_unit_scale	int_return	who who;object_o object_o;real real_scale	179	009eabe0	ScenarioFuncSet	yes
Screenshot	take_screenshot	int_return	filename filename	580	009fe010	ScenarioFuncSet	yes
Search Functions	find_all_military	unit_o	who who	192	009eb860	ScenarioFuncSet	yes
Search Functions	find_all_military_category	unit_o	who who;unit_cat unit_cat	195	009ebcb0	ScenarioFuncSet	yes
Search Functions	find_all_unit	unit_o	who who;unit_type unit_type	198	009ebfb0	ScenarioFuncSet	yes
Search Functions	find_build	build_o	who who;build_type build_type	199	009e2970,009ec160	ScenarioFuncSet	yes
Search Functions	find_build_at_city	build_o	who who;city_name city_name;build_type build_type;bool bool_count_inactive	202	009ec7a0	ScenarioFuncSet	yes
Search Functions	find_capital	city_name	who who	204	009ecfe0	ScenarioFuncSet	yes
Search Functions	find_civilian_build	build_o	who who	201	009ec630	ScenarioFuncSet	yes
Search Functions	find_idle_all_military	unit_o	who who	189	009eb440	ScenarioFuncSet	yes
Search Functions	find_idle_caravan	unit_o	who who	186	009eaf70	ScenarioFuncSet	yes
Search Functions	find_idle_citizen	unit_o	who who	185	009ead70	ScenarioFuncSet	yes
Search Functions	find_idle_inside_military	unit_o	who who	188	009eb2e0	ScenarioFuncSet	yes
Search Functions	find_idle_military	unit_o	who who	187	009eb150	ScenarioFuncSet	yes
Search Functions	find_inactive_build	build_o	who who;build_type build_type	203	009ece40	ScenarioFuncSet	yes
Search Functions	find_inside_military	unit_o	who who	191	009eb720	ScenarioFuncSet	yes
Search Functions	find_inside_military_category	unit_o	who who;unit_cat unit_cat	194	009ebb20	ScenarioFuncSet	yes
Search Functions	find_inside_unit	unit_o	who who;unit_type unit_type	197	009ebee0	ScenarioFuncSet	yes
Search Functions	find_military	unit_o	who who	190	009eb5a0	ScenarioFuncSet	yes
Search Functions	find_military_build	build_o	who who	200	009ec4c0	ScenarioFuncSet	yes
Search Functions	find_military_category	unit_o	who who;unit_cat unit_cat	193	009eb990	ScenarioFuncSet	yes
Search Functions	find_nation	nation_name	who who	205	009ed190	ScenarioFuncSet	yes
Search Functions	find_unit	unit_o	who who;unit_type unit_type	196	009e2850,009ebe10	ScenarioFuncSet	yes
Search Functions	set_nation_name	int_return	str str_old_nation_name;str str_new_nation_name	206	009ed230	ScenarioFuncSet	yes
Selection	any_object_selected	int_return	who who	267	009f0680	ScenarioFuncSet	yes
Selection	clear_selection	int_return		272	009f0930	ScenarioFuncSet	yes
Selection	find_selected_id	object_o	who who	271	009f0900	ScenarioFuncSet	yes
Selection	hotkey_selection_disable	int_return		276	009f0a20	ScenarioFuncSet	yes
Selection	hotkey_selection_enable	int_return		275	009f09e0	ScenarioFuncSet	yes
Selection	mouse_selection_disable	int_return		274	009f09a0	ScenarioFuncSet	yes
Selection	mouse_selection_enable	int_return		273	009f0960	ScenarioFuncSet	yes
Selection	num_objects_selected	num	who who	268	009f06f0	ScenarioFuncSet	yes
Selection	object_selected	int_return	who who;object_o object_o	264	009f0270	ScenarioFuncSet	yes
Selection	object_type_selected	int_return	who who;object_type object_type	266	009f04e0	ScenarioFuncSet	yes
Selection	resource_selected	int_return		265	009f03a0	ScenarioFuncSet	yes
Selection	select_group	int_return	who who	270	004ce830,009f0840,009fa910	ScenarioFuncSet	yes
Selection	select_object	int_return	who who;who who_target;object_o object_o	269	009f0760	ScenarioFuncSet	yes
Team Change	switch_building_type	int_return	who who_receiver;who who_giver;build_type build_type	378	009f4a00	ScenarioFuncSet	yes
Team Change	switch_teams	int_return	who who_receiver;who who_giver;object_o object_o	376	009f46b0	ScenarioFuncSet	yes
Team Change	switch_unit_type	int_return	who who_receiver;who who_giver;unit_type unit_type	377	009f4890	ScenarioFuncSet	yes
Techs & Ages	can_pay_cost	int_return	who who;type type	249	009eedc0	ScenarioFuncSet	yes
Techs & Ages	gain_next_age	int_return	who who	236	009ee4a0	ScenarioFuncSet	yes
Techs & Ages	gain_tech	int_return	who who;tech tech_type	235	009ee1a0	ScenarioFuncSet	yes
Techs & Ages	gain_upgrade	int_return	who who;type type	247	009eeb90	ScenarioFuncSet	yes
Techs & Ages	get_current_age	num	who who	241	009ee920	ScenarioFuncSet	yes
Techs & Ages	get_ending_age	num		243	009ee980	ScenarioFuncSet	yes
Techs & Ages	get_starting_age	num		242	009ee970	ScenarioFuncSet	yes
Techs & Ages	get_techs_per_age	num	who who	240	009ee8b0	ScenarioFuncSet	yes
Techs & Ages	have_tech	int_return	who who;tech tech_type	244	009ee990	ScenarioFuncSet	yes
Techs & Ages	lose_current_age	int_return	who who	238	009ee6a0	ScenarioFuncSet	yes
Techs & Ages	lose_tech	int_return	who who;tech tech_type	237	009ee500	ScenarioFuncSet	yes
Techs & Ages	lose_upgrade	int_return	who who;type type	248	009eed00	ScenarioFuncSet	yes
Techs & Ages	research_tech_with_cost	int_return	who who;tech tech	239	009ee700	ScenarioFuncSet	yes
Techs & Ages	researching_tech	int_return	who who;tech tech_type	245	009eea20	ScenarioFuncSet	yes
Techs & Ages	researching_tech_at	int_return	who who;object_o object_o;tech tech_type	246	009eeae0	ScenarioFuncSet	yes
Time	real_time_millis	num		184	009ead50	ScenarioFuncSet	yes
Time	time	minutes		181	009ead00	ScenarioFuncSet	yes
Time	time_min	minutes		182	009ead20	ScenarioFuncSet	yes
Time	time_sec	seconds		183	009ead40	ScenarioFuncSet	yes
Timers	set_timer	int_return	timer_id timer_id;seconds seconds	53	009e4bc0	ScenarioFuncSet	yes
Timers	stop_timer	int_return	timer_id timer_id	54	009e4c10	ScenarioFuncSet	yes
Timers	timer_expired	int_return	timer_id timer_id	55	009e4c80	ScenarioFuncSet	yes
Types Controls	disable_tech	int_return	who who;tech tech	172	009ea2b0	ScenarioFuncSet	yes
Types Controls	disable_type	int_return	type type	171	009ea130	ScenarioFuncSet	yes
Types Controls	enable_tech	int_return	who who;tech tech	174	009ea590	ScenarioFuncSet	yes
Types Controls	enable_type	int_return	type type	173	009ea3e0	ScenarioFuncSet	yes
Types Controls	find_counter_unit	str	who who;unit_type unit_type	177	009ea930	ScenarioFuncSet	yes
Types Controls	find_current_upgrade	str	who who;unit_type unit_type	178	009eaae0	ScenarioFuncSet	yes
Types Controls	set_type_build_time	int_return	type type;seconds seconds_to_build	176	009ea7d0	ScenarioFuncSet	yes
Types Controls	type_build_time	num	type type	175	009ea760	ScenarioFuncSet	yes
UI, Highlight	bubble_text_hide	int_return		527	009ff4e0	ScenarioFuncSet	yes
UI, Highlight	bubble_text_show	int_return		526	009ff4d0	ScenarioFuncSet	yes
UI, Highlight	clear_highlight	int_return		521	009ff400	ScenarioFuncSet	yes
UI, Highlight	highlight_build_option	int_return	option option	517	009ff100	ScenarioFuncSet	yes
UI, Highlight	highlight_option	int_return	option option	520	009ff310	ScenarioFuncSet	yes
UI, Highlight	highlight_tech	int_return	option option	519	009ff2a0	ScenarioFuncSet	yes
UI, Highlight	highlight_train_option	int_return	option option	518	009ff210	ScenarioFuncSet	yes
UI, Highlight	is_right_click_action	int_return		528	009ff5c0	ScenarioFuncSet	yes
UI, Highlight	ui_hide	int_return		523	009ff470	ScenarioFuncSet	yes
UI, Highlight	ui_hide_score	int_return		525	009ff4c0	ScenarioFuncSet	yes
UI, Highlight	ui_show	int_return		522	009ff440	ScenarioFuncSet	yes
UI, Highlight	ui_show_score	int_return		524	009ff4a0	ScenarioFuncSet	yes
UI, Screen Locations	get_button_bottom	screen_y	option option	357	009f3d20	ScenarioFuncSet	yes
UI, Screen Locations	get_button_center_x	screen_x	option option	354	009f3c70	ScenarioFuncSet	yes
UI, Screen Locations	get_button_center_y	screen_y	option option	355	009f3cb0	ScenarioFuncSet	yes
UI, Screen Locations	get_button_left	screen_x	option option	358	009f3d50	ScenarioFuncSet	yes
UI, Screen Locations	get_button_rect	int_return	option option;screen_x screen_x_left;screen_y screen_y_top;screen_x screen_x_right;screen_y screen_y_bottom	360	009f3db0	ScenarioFuncSet	yes
UI, Screen Locations	get_button_right	screen_x	option option	359	009f3d80	ScenarioFuncSet	yes
UI, Screen Locations	get_button_top	screen_y	option option	356	009f3cf0	ScenarioFuncSet	yes
UI, Screen Locations	get_objectives_bottom	screen_y		362	009f3e50	ScenarioFuncSet	yes
UI, Screen Locations	get_objectives_left	screen_x		363	009f3e90	ScenarioFuncSet	yes
UI, Screen Locations	get_objectives_right	screen_x		364	009f3ed0	ScenarioFuncSet	yes
UI, Screen Locations	get_objectives_top	screen_y		361	009f3e10	ScenarioFuncSet	yes
UI, Screen Locations	get_screen_height	num		366	009f3f30	ScenarioFuncSet	yes
UI, Screen Locations	get_screen_width	num		365	009f3f10	ScenarioFuncSet	yes
UI, Stats	build_menu_active	int_return		343	009f3a00	ScenarioFuncSet	yes
UI, Stats	build_military_menu_active	int_return		344	009f3a30	ScenarioFuncSet	yes
UI, Stats	build_option_selected	int_return	build_type build_type	346	009f3a90	ScenarioFuncSet	yes
UI, Stats	build_wonder_menu_active	int_return		345	009f3a60	ScenarioFuncSet	yes
UI, Stats	is_airstrike_selected	int_return		353	009f3c50	ScenarioFuncSet	yes
UI, Stats	is_move_selected	int_return		350	009f3be0	ScenarioFuncSet	yes
UI, Stats	is_on_screen	int_return	x x;y y	349	009f3b50	ScenarioFuncSet	yes
UI, Stats	is_patrol_selected	int_return		352	009f3c20	ScenarioFuncSet	yes
UI, Stats	is_rally_selected	int_return		351	009f3c00	ScenarioFuncSet	yes
UI, Stats	is_zoomed_in	int_return		347	009f3af0	ScenarioFuncSet	yes
UI, Stats	is_zoomed_out	int_return		348	009f3b20	ScenarioFuncSet	yes
Unit Info	find_num_idle_unit	int_return	who who;unit_type unit_type	326	009f3390	ScenarioFuncSet	yes
Unit Info	garrisoned_in	build_o	who who;object_o object_o	320	009f2fb0	ScenarioFuncSet	yes
Unit Info	home_base	object_o	who who;object_o object_o	325	009f32f0	ScenarioFuncSet	yes
Unit Info	is_garrisoned	int_return	who who;object_o object_o	319	009f2f20	ScenarioFuncSet	yes
Unit Info	is_merchant_unpacked	int_return	who who;object_o object_o	318	009f2e90	ScenarioFuncSet	yes
Unit Info	is_on_transport	int_return	who who;object_o object_o	321	009f3060	ScenarioFuncSet	yes
Unit Info	max_caravan_routes	num	who who	324	009f32b0	ScenarioFuncSet	yes
Unit Info	num_caravan_routes	num	who who	323	009f3240	ScenarioFuncSet	yes
Unit Info	unit_any_killed	num	who who	315	009f2af0	ScenarioFuncSet	yes
Unit Info	unit_category	unit_cat	who who;object_o object_o	322	009f3190	ScenarioFuncSet	yes
Unit Info	unit_group_near	int_return	who who;num num_units;x x;y y;dist_radius dist_radius	316	004ce7c0,009f2b50,009fac20	ScenarioFuncSet	yes
Unit Info	unit_group_near_build	int_return	who who;num num_units;who who_build;build_o build_o;dist_radius dist_radius	317	004ce750,009f2cd0,009fadc0	ScenarioFuncSet	yes
Unit Info	unit_killed	int_return	who who;unit_o unit_o	313	009f29c0	ScenarioFuncSet	yes
Unit Info	unit_type_killed	num	who who;unit_type unit_type	314	009f2a40	ScenarioFuncSet	yes
Unit Orders	add_to_group	int_return	who who;object_o object_o	454	004ce5f0,009fa120,009fa7f0	ScenarioFuncSet	yes
Unit Orders	air_base_recall_order	int_return	who who;unit_o unit_o	423	009f89e0	ScenarioFuncSet	yes
Unit Orders	air_unit_return_order	int_return	who who;unit_o unit_o	422	009f88d0	ScenarioFuncSet	yes
Unit Orders	air_unit_transfer_order	int_return	who who;unit_o unit_o;object_o object_o_target	421	009f8720	ScenarioFuncSet	yes
Unit Orders	citizen_repair_order	int_return	who who;unit_o unit_o;build_o build_o_target	420	009f85b0	ScenarioFuncSet	yes
Unit Orders	clear_group	int_return	who who	457	004ce470,009fa350,009fa8e0	ScenarioFuncSet	yes
Unit Orders	craft_percent	percent	who who;unit_o unit_o	437	009f90c0	ScenarioFuncSet	yes
Unit Orders	find_target_id	object_o	who who;object_o object_o	452	009f9db0	ScenarioFuncSet	yes
Unit Orders	find_target_who	who	who who;object_o object_o	451	009f9d00	ScenarioFuncSet	yes
Unit Orders	general_ambush	int_return	who who;unit_o unit_o	426	009f8b80	ScenarioFuncSet	yes
Unit Orders	general_decoy	int_return	who who;unit_o unit_o;who who_target;unit_o unit_o_target	425	009f8b00	ScenarioFuncSet	yes
Unit Orders	general_entrench	int_return	who who;unit_o unit_o	424	009f8ac0	ScenarioFuncSet	yes
Unit Orders	general_forced_march	int_return	who who;unit_o unit_o	427	009f8bc0	ScenarioFuncSet	yes
Unit Orders	general_is_ambushing	int_return	who who;unit_o unit_o	430	009f8ce0	ScenarioFuncSet	yes
Unit Orders	general_is_forced_marching	int_return	who who;unit_o unit_o	431	009f8d50	ScenarioFuncSet	yes
Unit Orders	get_spell_name	str	who who;unit_o unit_o	450	009f9bc0	ScenarioFuncSet	yes
Unit Orders	group_attack_order	group_size	who who;who who_attacked;object_o object_o	461	004ce2b0,009fa4b0,009fb400	ScenarioFuncSet	yes
Unit Orders	group_attack_to_order	group_size	who who;x x;y y	463	004ce1d0,009fa570,009fb140	ScenarioFuncSet	yes
Unit Orders	group_explore_order	group_size	who who;x x;y y	460	004ce320,009fa450,009fb0b0	ScenarioFuncSet	yes
Unit Orders	group_guard_order	group_size	who who;who who_guard;object_o object_o_guard	462	004ce240,009fa510,009fb4b0	ScenarioFuncSet	yes
Unit Orders	group_move_order	group_size	who who;x x;y y	458	004ce400,009fa390,009faf90	ScenarioFuncSet	yes
Unit Orders	group_patrol_order	group_size	who who;x x;y y	464	004ce160,009fa5d0,009fb1d0	ScenarioFuncSet	yes
Unit Orders	group_stance_order	group_size	who who;stance stance	465	004ce080,009fa690,009fb560	ScenarioFuncSet	yes
Unit Orders	group_waypoint_order	group_size	who who;x x;y y	459	004ce390,009fa3f0,009fb020	ScenarioFuncSet	yes
Unit Orders	has_attack_order	int_return	who who;unit_o unit_o	445	009f96c0	ScenarioFuncSet	yes
Unit Orders	has_build_order	int_return	who who;unit_o unit_o	442	009f9520	ScenarioFuncSet	yes
Unit Orders	has_cast_order	int_return	who who;unit_o unit_o	449	009f98d0	ScenarioFuncSet	yes
Unit Orders	has_follow_order	int_return	who who;unit_o unit_o	447	009f97c0	ScenarioFuncSet	yes
Unit Orders	has_gather_order	int_return	who who;unit_o unit_o	441	009f9490	ScenarioFuncSet	yes
Unit Orders	has_move_order	int_return	who who;unit_o unit_o	448	009f9840	ScenarioFuncSet	yes
Unit Orders	has_patrol_order	int_return	who who;unit_o unit_o	446	009f9740	ScenarioFuncSet	yes
Unit Orders	has_repair_order	int_return	who who;unit_o unit_o	443	009f95b0	ScenarioFuncSet	yes
Unit Orders	has_repeat_orders	int_return	who who;object_o object_o	466	009f9970	ScenarioFuncSet	yes
Unit Orders	has_target_order	int_return	who who;unit_o unit_o	444	009f9640	ScenarioFuncSet	yes
Unit Orders	is_decoy	int_return	who who;unit_o unit_o	429	009f8c70	ScenarioFuncSet	yes
Unit Orders	is_entrenched	int_return	who who;unit_o unit_o	428	009f8c00	ScenarioFuncSet	yes
Unit Orders	is_gathering	int_return	who who;unit_o unit_o	440	009f9420	ScenarioFuncSet	yes
Unit Orders	is_idle	int_return	who who;unit_o unit_o	439	009f9370	ScenarioFuncSet	yes
Unit Orders	is_in_group	int_return	who who;object_o object_o	456	004ce4f0,009fa2e0	ScenarioFuncSet	yes
Unit Orders	is_infiltrated	int_return	who who;object_o object_o	438	009f9180	ScenarioFuncSet	yes
Unit Orders	remove_from_group	int_return	who who;object_o object_o	455	004ce560,009fa2a0,009fa870	ScenarioFuncSet	yes
Unit Orders	repeat_orders_disable	int_return	who who;object_o object_o	468	009f9ad0	ScenarioFuncSet	yes
Unit Orders	repeat_orders_enable	int_return	who who;object_o object_o	467	009f99e0	ScenarioFuncSet	yes
Unit Orders	special_forces_infiltrate	int_return	who who;unit_o unit_o;who who_target;object_o object_o	434	009f8ec0	ScenarioFuncSet	yes
Unit Orders	special_forces_sabotage	int_return	who who;unit_o unit_o;who who_target;object_o object_o	435	009f8f40	ScenarioFuncSet	yes
Unit Orders	special_forces_sniper	int_return	who who;unit_o unit_o;who who_target;object_o object_o	436	009f8fc0	ScenarioFuncSet	yes
Unit Orders	spy_bribe	int_return	who who;unit_o unit_o;who who_target;unit_o unit_o_target	433	009f8e40	ScenarioFuncSet	yes
Unit Orders	spy_pilfer	int_return	who who;unit_o unit_o;who who_target;build_o build_o_target	432	009f8dc0	ScenarioFuncSet	yes
Unit Orders	unit_attack_ground_order	int_return	who who;unit_o unit_o;x x;y y	418	009f7db0	ScenarioFuncSet	yes
