va	kind	off	aliases	symbol	type	mentions	docs
0x00685b5d	PROC	+461	1	PathFinder::astar_caravan_road	int PathFinder::(Stack<PathData>...	1	pathfinding.md
0x00685b83	PROC	+499	1	PathFinder::astar_caravan_road	int PathFinder::(Stack<PathData>...	1	pathfinding.md
0x00685c2e	PROC	+670	1	PathFinder::astar_caravan_road	int PathFinder::(Stack<PathData>...	1	pathfinding.md
0x00685c3a	PROC	+682	1	PathFinder::astar_caravan_road	int PathFinder::(Stack<PathData>...	1	pathfinding.md
0x00685cb5	PROC	+805	1	PathFinder::astar_caravan_road	int PathFinder::(Stack<PathData>...	1	pathfinding.md
0x00685d02	PROC	+882	1	PathFinder::astar_caravan_road	int PathFinder::(Stack<PathData>...	1	pathfinding.md
0x00685d44	PROC	+948	1	PathFinder::astar_caravan_road	int PathFinder::(Stack<PathData>...	1	pathfinding.md
0x00685d78	PROC	+1000	1	PathFinder::astar_caravan_road	int PathFinder::(Stack<PathData>...	1	pathfinding.md
0x00685ddc	PROC	+1100	1	PathFinder::astar_caravan_road	int PathFinder::(Stack<PathData>...	1	pathfinding.md
0x00685fd9	PROC	+1609	1	PathFinder::astar_caravan_road	int PathFinder::(Stack<PathData>...	1	pathfinding.md
0x0068600b	PROC	+1659	1	PathFinder::astar_caravan_road	int PathFinder::(Stack<PathData>...	1	pathfinding.md
0x0068601c	PROC	+1676	1	PathFinder::astar_caravan_road	int PathFinder::(Stack<PathData>...	1	pathfinding.md
0x006860af	PROC	+1823	1	PathFinder::astar_caravan_road	int PathFinder::(Stack<PathData>...	1	pathfinding.md
0x00686203	PROC	+2163	1	PathFinder::astar_caravan_road	int PathFinder::(Stack<PathData>...	1	pathfinding.md
0x00686300	PROC	+0	1	PathFinder::calc_road_cost	int PathFinder::(PathNode*, int,...	8	AUDIT.md,pathfinding.md,provenance-ledger.md
0x00686341	PROC	+65	1	PathFinder::calc_road_cost	int PathFinder::(PathNode*, int,...	3	pathfinding.md,provenance-ledger.md
0x00686690	PROC	+0	1	PathFinder::astar_river	int PathFinder::(WCoord, WCoord,...	1	README-LLM.md
0x00687970	PROC	+0	1	PathFinder::first_open_node	PathNode* PathFinder::()	2	pathfinding.md
0x00687e40	PROC	+0	1	PathFinderOut::registration	void PathFinderOut::()	3	pathfinding.md
0x00688150	PROC	+0	1	PathFinder::clear	void PathFinder::()	2	pathfinding.md
0x006882b0	PROC	+0	1	PathFinderData::find_node_open	PathNode* PathFinderData::(PathN...	1	pathfinding.md
0x00688360	PROC	+0	1	PathFinderOut::dbg_tree_depth	void PathFinderOut::()	2	pathfinding.md
0x00688740	PROC	+0	1	PathFinderData::valid_roadcoord	int PathFinderData::(Coord, Coor...	3	pathfinding.md,provenance-ledger.md
0x00688770	PROC	+48	1	PathFinderData::valid_roadcoord	int PathFinderData::(Coord, Coor...	2	pathfinding.md
0x00688781	PROC	+65	1	PathFinderData::valid_roadcoord	int PathFinderData::(Coord, Coor...	1	pathfinding.md
0x00688a40	PROC	+0	1	PathFinder::find_road	int PathFinder::(Stack<PathData>...	4	pathfinding.md,provenance-ledger.md
0x00688fc0	PROC	+0	1	PathFinder::find_wpath	int PathFinder::(Stack<PathData>...	5	pathfinding.md,provenance-ledger.md
0x006897d0	PROC	+0	1	PathFinder::find_tpath	int PathFinder::(Stack<PathData>...	5	pathfinding.md,provenance-ledger.md
0x00689ec0	PROC	+0	1	PathFinder::init	int PathFinder::()	5	pathfinding.md,provenance-ledger.md
0x00689f29	PROC	+105	1	PathFinder::init	int PathFinder::()	2	pathfinding.md
0x00689ff2	PROC	+306	1	PathFinder::init	int PathFinder::()	2	pathfinding.md
0x00689ff9	PROC	+313	1	PathFinder::init	int PathFinder::()	1	pathfinding.md
0x0068a030	PROC	+0	1	PathFinder::PathFinder	void PathFinder::()	2	pathfinding.md
0x0068bc90	PROC	+0	1	Map::make	void Map::(int, int, int)	6	pathfinding.md,provenance-ledger.md,rng.md
0x00694c5b	PROC	+427	1	Map::make_continents	void Map::(int)	1	rng.md
0x00694c7b	PROC	+459	1	Map::make_continents	void Map::(int)	1	rng.md
0x00694cc0	PROC	+528	1	Map::make_continents	void Map::(int)	1	rng.md
0x0069daf7	PROC	+39	1	Map::load_map_data	void Map::(int, int)	1	economy.md
0x006b10e2	PROC	+1330	1	World::compute_reg_territory	int World::(int, int)	2	economy.md,provenance-ledger.md
0x006b1480	PROC	+2256	1	World::compute_reg_territory	int World::(int, int)	2	economy.md,provenance-ledger.md
0x006b1489	PROC	+2265	1	World::compute_reg_territory	int World::(int, int)	1	economy.md
0x006b1497	PROC	+2279	1	World::compute_reg_territory	int World::(int, int)	1	economy.md
0x006b149e	PROC	+2286	1	World::compute_reg_territory	int World::(int, int)	1	economy.md
0x006b14a4	PROC	+2292	1	World::compute_reg_territory	int World::(int, int)	1	economy.md
0x006b1af9	PROC	+3913	1	World::compute_reg_territory	int World::(int, int)	1	economy.md
0x006b1b29	PROC	+3961	1	World::compute_reg_territory	int World::(int, int)	1	economy.md
0x006b1b30	PROC	+3968	1	World::compute_reg_territory	int World::(int, int)	1	economy.md
0x006b1b36	PROC	+3974	1	World::compute_reg_territory	int World::(int, int)	1	economy.md
0x006b53f0	PROC	+0	1	WorldData::was_seen	int WorldData::(const FCoord&, c...	3	pathfinding.md
0x006b5cf0	PROC	+0	1	World::walk_data	void World::(DataWalk*, int)	2	checksum.md,replay-checksum.md
0x006b6080	PROC	+0	1	WorldData::log_data	void WorldData::(Log*)	1	pdb-types.md
0x006b77ac	PROC	+188	1	World::init	int World::(unsigned short, unsi...	1	economy.md
0x006bc47d	PROC	+141	1	Leader::compute_build_score	void Leader::()	1	economy.md
0x006c3800	PROC	+7200	1	Leader::create_buildings	void Leader::()	1	replay-io.md
0x006c5000	PROC	+3936	1	Leader::create_units	void Leader::()	1	replay-io.md
0x006cdcc0	PROC	+0	1	Leader::calc_anti_attrition	void Leader::()	1	provenance-ledger.md
0x006cdd20	PROC	+96	1	Leader::calc_anti_attrition	void Leader::()	2	economy.md,sim-economy.md
0x006ce280	PROC	+0	1	Leader::gather	void Leader::()	4	provenance-ledger.md,sim-economy.md
0x006ce450	PROC	+0	1	Leader::do_gather	void Leader::()	8	economy.md,provenance-ledger.md,sim-economy.md
0x006ce48f	PROC	+63	1	Leader::do_gather	void Leader::()	1	sim-economy.md
0x006ce4c8	PROC	+120	1	Leader::do_gather	void Leader::()	2	sim-economy.md
0x006ce4e7	PROC	+151	1	Leader::do_gather	void Leader::()	2	sim-economy.md
0x006ce512	PROC	+194	1	Leader::do_gather	void Leader::()	3	sim-economy.md
0x006ce62f	PROC	+479	1	Leader::do_gather	void Leader::()	2	provenance-ledger.md,sim-economy.md
0x006ce643	PROC	+499	1	Leader::do_gather	void Leader::()	2	provenance-ledger.md,sim-economy.md
0x006ce666	PROC	+534	1	Leader::do_gather	void Leader::()	1	sim-economy.md
0x006ce684	PROC	+564	1	Leader::do_gather	void Leader::()	1	sim-economy.md
0x006ce69a	PROC	+586	1	Leader::do_gather	void Leader::()	1	sim-economy.md
0x006ce6ae	PROC	+606	1	Leader::do_gather	void Leader::()	1	economy.md
0x006ce6c2	PROC	+626	1	Leader::do_gather	void Leader::()	1	sim-economy.md
0x006ce6dc	PROC	+652	1	Leader::do_gather	void Leader::()	2	economy.md,sim-economy.md
0x006ce6f6	PROC	+678	1	Leader::do_gather	void Leader::()	1	sim-economy.md
0x006ce703	PROC	+691	1	Leader::do_gather	void Leader::()	1	economy.md
0x006ce706	PROC	+694	1	Leader::do_gather	void Leader::()	3	economy.md,sim-economy.md
0x006ce723	PROC	+723	1	Leader::do_gather	void Leader::()	1	sim-economy.md
0x006ce72c	PROC	+732	1	Leader::do_gather	void Leader::()	2	economy.md,sim-economy.md
0x006ce755	PROC	+773	1	Leader::do_gather	void Leader::()	2	economy.md,sim-economy.md
0x006ce783	PROC	+819	1	Leader::do_gather	void Leader::()	1	sim-economy.md
0x006ce79c	PROC	+844	1	Leader::do_gather	void Leader::()	1	sim-economy.md
0x006ce7ae	PROC	+862	1	Leader::do_gather	void Leader::()	4	economy.md,provenance-ledger.md,sim-economy.md
0x006ce7b9	PROC	+873	1	Leader::do_gather	void Leader::()	1	sim-economy.md
0x006ce7c1	PROC	+881	1	Leader::do_gather	void Leader::()	1	AUDIT.md
0x006ce7c5	PROC	+885	1	Leader::do_gather	void Leader::()	1	sim-economy.md
0x006ce7de	PROC	+910	1	Leader::do_gather	void Leader::()	1	sim-economy.md
0x006ce810	PROC	+960	1	Leader::do_gather	void Leader::()	1	sim-economy.md
0x006ce855	PROC	+1029	1	Leader::do_gather	void Leader::()	1	sim-economy.md
0x006ce900	PROC	+0	1	Leader::calc_resource_caps	void Leader::()	5	economy.md,provenance-ledger.md,sim-economy.md
0x006ce92c	PROC	+44	1	Leader::calc_resource_caps	void Leader::()	4	economy.md,provenance-ledger.md,sim-economy.md
0x006ce940	PROC	+64	1	Leader::calc_resource_caps	void Leader::()	1	sim-economy.md
0x006ce9a9	PROC	+169	1	Leader::calc_resource_caps	void Leader::()	1	sim-economy.md
0x006cea04	PROC	+260	1	Leader::calc_resource_caps	void Leader::()	1	sim-economy.md
0x006cea5c	PROC	+348	1	Leader::calc_resource_caps	void Leader::()	1	sim-economy.md
0x006ceaa6	PROC	+422	1	Leader::calc_resource_caps	void Leader::()	1	sim-economy.md
0x006ceee0	PROC	+0	1	Leader::calc_gather	void Leader::(int*)	2	provenance-ledger.md,sim-economy.md
0x006cf44c	PROC	+1388	1	Leader::calc_gather	void Leader::(int*)	1	economy.md
0x006cf64c	PROC	+1900	1	Leader::calc_gather	void Leader::(int*)	1	economy.md
0x006d66a0	PROC	+0	1	LeaderData::get_gather_handicap	int LeaderData::()	4	economy.md,provenance-ledger.md,sim-economy.md
0x006d6750	PROC	+0	1	LeaderData::walk_data	void LeaderData::(DataWalk*)	5	binary-ground-truth.md,checksum.md,provenance-ledger.md,replay-checksum.md
0x006da000	PROC	+0	1	LeaderData::get_target	int LeaderData::()	2	damage-port.md
0x006da740	PROC	+0	1	LeaderData::get_handicap	int LeaderData::()	1	sim-economy.md
0x006db810	PROC	+0	1	LeaderData::has_preq	int LeaderData::(TypeIndex)	2	sim-economy.md
0x006e0902	PROC	+50	1	LeaderData::calc_rare	void LeaderData::(int, int*, int...	1	economy.md
0x006e0a36	PROC	+358	1	LeaderData::calc_rare	void LeaderData::(int, int*, int...	1	economy.md
0x006e1370	PROC	+0	1	LeaderData::has_tribe_bonus	int LeaderData::(int)	9	damage-port.md,provenance-ledger.md,sim-economy.md
0x006e33a0	PROC	+0	1	LeaderData::type_avail	int LeaderData::(TypeIndex, int)	2	provenance-ledger.md,sim-economy.md
0x006e5110	PROC	+0	1	LeaderData::log_data	void LeaderData::(Log*)	1	pdb-types.md
0x006ed2a0	PROC	+0	1	Leaders::process_all	void Leaders::()	3	provenance-ledger.md,sim-economy.md
0x006edb50	PROC	+0	1	LeaderData::is_ally	int LeaderData::(int)	2	pathfinding.md
0x0072a5b0	PROC	+24912	1	Options::describe	void Options::(Option*, int, int...	1	economy.md
0x00730270	PROC	+0	1	OrderList::walk_data	void OrderList::(DataWalk*)	1	checksum.md
0x00798410	PROC	+0	1	ConquestGame::walk_data	void ConquestGame::(DataWalk*)	1	replay-io.md
0x007b2fc0	PROC	+0	1	GameReportWin::exec	void GameReportWin::(int)	1	replay-io.md
0x007b4f50	PROC	+0	1	GameReportWin::on_button_clicked	void GameReportWin::(const Strin...	1	replay-io.md
0x00803a00	PROC	+672	1	IFaceDiploNeg::on_button_redraw	int IFaceDiploNeg::(Button*, int...	1	replay-io.md
0x00806000	PROC	+208	1	IFaceGarrison::on_button_clicked	void IFaceGarrison::(int)	1	replay-io.md
0x00822d6d	PROC	+6301	1	IFaceSelected::draw_stat	int IFaceSelected::(const RectTe...	3	economy.md,provenance-ledger.md,sim-economy.md
0x008437f0	PROC	+0	1	Camera::zoom_to_level	void Camera::(int)	1	replay-stream.md
0x00846450	PROC	+0	1	Doober::get_num	int Doober::(TCoord, TCoord, int...	10	AUDIT.md,GOAL.md,README-LLM.md,provenance-ledger.md,rng.md
0x008544a0	PROC	+0	1	TerrainOut::find_tcoord_z	Coord TerrainOut::(TCoord, TCoor...	6	pathfinding.md
0x00883080	PROC	+688	1	BorderSpline::registration	void BorderSpline::()	2	economy.md,provenance-ledger.md
0x008db7c0	PROC	+0	1	Particle::init	Liberr Particle::(const Particle...	1	rng.md
0x0092bc80	PROC	+0	1	Nuke::do_damage	Liberr Nuke::()	1	combat.md
0x0092cfe0	PROC	+0	1	flanking	int (unsigned long, unsigned lon...	9	AUDIT.md,combat.md,damage-port.md,provenance-ledger.md
0x0092ef00	PROC	+0	1	Version::get_string	String Version::(int)	1	replay-io.md
0x0092f3f8	PROC	+296	1	GameLog::dump_all	void GameLog::()	1	economy.md
0x0092fc84	PROC	+20	1	GameLog::dump_constants	void GameLog::()	1	economy.md
0x00936560	PROC	+0	1	CheckSums::check_all	unsigned long CheckSums::()	15	AUDIT-replay.md,README-LLM.md,checksum.md,pdb-types.md,provenance-ledger.md,replay-checksum.md,replay-io.md,rng.md
0x0093657e	PROC	+30	1	CheckSums::check_all	unsigned long CheckSums::()	1	checksum.md
0x00936585	PROC	+37	1	CheckSums::check_all	unsigned long CheckSums::()	1	checksum.md
0x009365a1	PROC	+65	1	CheckSums::check_all	unsigned long CheckSums::()	1	checksum.md
0x009365a8	PROC	+72	1	CheckSums::check_all	unsigned long CheckSums::()	1	checksum.md
0x0093686b	PROC	+779	1	CheckSums::check_all	unsigned long CheckSums::()	1	checksum.md
0x00936b70	PROC	+1552	1	CheckSums::check_all	unsigned long CheckSums::()	1	rng.md
0x00936b7d	PROC	+1565	1	CheckSums::check_all	unsigned long CheckSums::()	1	AUDIT-replay.md
0x00936b8c	PROC	+1580	1	CheckSums::check_all	unsigned long CheckSums::()	1	checksum.md
0x00936bb0	PROC	+0	1	CheckSums::check_deaths	void CheckSums::(CheckSum*, int)	2	checksum.md,replay-checksum.md
0x00936ff0	PROC	+0	1	CheckSum::walk_function	void CheckSum::(void*, void*)	7	AUDIT.md,checksum.md,provenance-ledger.md
0x00937040	PROC	+0	1	CheckSums::check_wdata	void CheckSums::(CheckSum*, int)	2	checksum.md
0x009370a0	PROC	+0	1	CheckSums::check_tdata	void CheckSums::(CheckSum*, int)	2	checksum.md
0x009370f0	PROC	+0	1	CheckSums::check_seen	void CheckSums::(CheckSum*, int)	2	checksum.md
0x009371d0	PROC	+0	1	CheckSums::check_units	void CheckSums::(CheckSum*, int)	2	checksum.md,replay-checksum.md
0x009371da	PROC	+10	1	CheckSums::check_units	void CheckSums::(CheckSum*, int)	1	checksum.md
0x009371fd	PROC	+45	1	CheckSums::check_units	void CheckSums::(CheckSum*, int)	1	checksum.md
0x00937268	PROC	+152	1	CheckSums::check_units	void CheckSums::(CheckSum*, int)	1	checksum.md
0x00937290	PROC	+0	1	CheckSums::check_builds	void CheckSums::(CheckSum*, int)	2	checksum.md,replay-checksum.md
0x0093729a	PROC	+10	1	CheckSums::check_builds	void CheckSums::(CheckSum*, int)	1	checksum.md
0x00937360	PROC	+0	1	CheckSums::check_walls	void CheckSums::(CheckSum*, int)	2	checksum.md,replay-checksum.md
0x0093736a	PROC	+10	1	CheckSums::check_walls	void CheckSums::(CheckSum*, int)	1	checksum.md
0x00937430	PROC	+0	1	CheckSums::check_guys	void CheckSums::(CheckSum*, int)	2	checksum.md,replay-checksum.md
0x0093743d	PROC	+13	1	CheckSums::check_guys	void CheckSums::(CheckSum*, int)	1	checksum.md
0x009374e0	PROC	+0	1	CheckSums::check_ammo	void CheckSums::(CheckSum*, int)	2	checksum.md,replay-checksum.md
0x00937530	PROC	+0	1	CheckSums::check_groups	void CheckSums::(CheckSum*, int)	2	checksum.md,replay-checksum.md
0x009375a0	PROC	+0	1	CheckSums::check_leaders	void CheckSums::(CheckSum*, int)	1	replay-checksum.md
0x00937600	PROC	+0	1	CheckSums::check_cities	void CheckSums::(CheckSum*, int)	2	checksum.md,replay-checksum.md
0x00937710	PROC	+0	1	CheckSums::check_goods	void CheckSums::(CheckSum*, int)	2	checksum.md,replay-checksum.md
0x00937790	PROC	+0	1	CheckSums::check_items	void CheckSums::(CheckSum*, int)	2	checksum.md,replay-checksum.md
0x0093ef10	PROC	+0	1	CommandManager::process_turn	int CommandManager::()	4	checksum.md,replay-checksum.md,replay-io.md
0x0093f0f6	PROC	+486	1	CommandManager::process_turn	int CommandManager::()	1	replay-io.md
0x0093f103	PROC	+499	1	CommandManager::process_turn	int CommandManager::()	1	checksum.md
0x0093f122	PROC	+530	1	CommandManager::process_turn	int CommandManager::()	1	replay-io.md
0x0093f170	PROC	+608	1	CommandManager::process_turn	int CommandManager::()	1	replay-io.md
0x0093f2e9	PROC	+985	1	CommandManager::process_turn	int CommandManager::()	3	AUDIT-replay.md,provenance-ledger.md,replay-checksum.md
0x0093fa3f	PROC	+2863	1	CommandManager::process_turn	int CommandManager::()	1	replay-io.md
0x0093fb63	PROC	+3155	1	CommandManager::process_turn	int CommandManager::()	1	checksum.md
0x0093fbb3	PROC	+3235	1	CommandManager::process_turn	int CommandManager::()	1	replay-io.md
0x00940120	PROC	+0	1	CommandManager::send_local_package	void CommandManager::()	1	replay-io.md
0x00940259	PROC	+313	1	CommandManager::send_local_package	void CommandManager::()	1	replay-io.md
0x00940770	PROC	+0	1	CommandManager::issue_check_sums	void CommandManager::()	10	AUDIT-replay.md,provenance-ledger.md,replay-checksum.md
0x00940795	PROC	+37	1	CommandManager::issue_check_sums	void CommandManager::()	1	replay-checksum.md
0x00940799	PROC	+41	1	CommandManager::issue_check_sums	void CommandManager::()	1	replay-checksum.md
0x009407a9	PROC	+57	1	CommandManager::issue_check_sums	void CommandManager::()	1	replay-checksum.md
0x009409cd	PROC	+605	1	CommandManager::issue_check_sums	void CommandManager::()	1	replay-checksum.md
0x009409f2	PROC	+642	1	CommandManager::issue_check_sums	void CommandManager::()	1	replay-checksum.md
0x009409f8	PROC	+648	1	CommandManager::issue_check_sums	void CommandManager::()	3	provenance-ledger.md,replay-checksum.md
0x009409fb	PROC	+651	1	CommandManager::issue_check_sums	void CommandManager::()	1	replay-checksum.md
0x00943660	PROC	+0	1	CommandPackage::process_marwan	int CommandPackage::(MarwanComma...	1	replay-stream.md
0x00943730	PROC	+0	1	CommandPackage::process_player_speed	int CommandPackage::(PlayerSpeed...	3	replay-io.md,replay-stream.md
0x009438c0	PROC	+0	1	CommandPackage::process_resign	int CommandPackage::(ResignComma...	1	replay-stream.md
0x009439a0	PROC	+0	1	CommandPackage::process_quit	int CommandPackage::(QuitCommand...	1	replay-stream.md
0x00943b00	PROC	+0	1	CommandPackage::process_camera	int CommandPackage::(CameraComma...	3	replay-stream.md
0x00943d20	PROC	+0	1	CommandPackage::process_turn_data	int CommandPackage::(TurnDataCom...	2	replay-checksum.md,replay-stream.md
0x00943ea0	PROC	+0	1	CommandPackage::process_ungraceful_player_drop	int CommandPackage::(UngracefulP...	1	replay-stream.md
0x00943f30	PROC	+0	1	CommandPackage::process_console_cmd	int CommandPackage::(ConsoleCmdC...	1	replay-stream.md
0x00944090	PROC	+0	1	CommandPackage::process_rename_city	int CommandPackage::(RenameCityC...	1	replay-stream.md
0x00944160	PROC	+0	1	CommandPackage::process_pause	int CommandPackage::(PauseComman...	1	replay-stream.md
0x009441d0	PROC	+0	1	CommandPackage::process_leader_options	int CommandPackage::(LeaderOptio...	1	replay-stream.md
0x009449b0	PROC	+0	1	CommandPackage::process_cheat_view_all	int CommandPackage::(CheatViewAl...	1	replay-stream.md
0x00944a80	PROC	+0	1	CommandPackage::process_cheat_init_unit	int CommandPackage::(CheatInitUn...	1	replay-stream.md
0x00944b80	PROC	+0	1	CommandPackage::process_cheat_zero_buckets	int CommandPackage::(CheatZeroBu...	1	replay-stream.md
0x00944c50	PROC	+0	1	CommandPackage::process_cheat_increase_buckets	int CommandPackage::(CheatIncrea...	1	replay-stream.md
0x00944d20	PROC	+0	1	CommandPackage::process_cheat_ai_toggle	int CommandPackage::(CheatAITogg...	1	replay-stream.md
0x00944df0	PROC	+0	1	CommandPackage::process_cheat_ai_speed_normal	int CommandPackage::(CheatAISpee...	1	replay-stream.md
0x00944ec0	PROC	+0	1	CommandPackage::process_cheat_ai_speed_increase	int CommandPackage::(CheatAISpee...	1	replay-stream.md
0x00944fa0	PROC	+0	1	CommandPackage::process_cheat_zero_techs	int CommandPackage::(CheatZeroTe...	1	replay-stream.md
0x00945070	PROC	+0	1	CommandPackage::process_cheat_give_techs	int CommandPackage::(CheatGiveTe...	1	replay-stream.md
0x00945140	PROC	+0	1	CommandPackage::process_spline	int CommandPackage::(SplineComma...	2	replay-io.md,replay-stream.md
0x009453f0	PROC	+0	1	CommandPackage::process_ping	int CommandPackage::(PingCommand...	1	replay-stream.md
0x009454f0	PROC	+0	1	CommandPackage::process_chat	int CommandPackage::(ChatCommand...	2	replay-io.md,replay-stream.md
0x009458e0	PROC	+0	1	CommandPackage::process_chat_set	int CommandPackage::(ChatSetComm...	1	replay-stream.md
0x009459d0	PROC	+0	1	CommandPackage::process_check_sums	int CommandPackage::(CheckSumsCo...	15	AUDIT-replay.md,README-LLM.md,checksum.md,pdb-types.md,replay-checksum.md,replay-io.md,replay-stream.md
0x00945a4b	PROC	+123	1	CommandPackage::process_check_sums	int CommandPackage::(CheckSumsCo...	1	AUDIT-replay.md
0x00945e0e	PROC	+1086	1	CommandPackage::process_check_sums	int CommandPackage::(CheckSumsCo...	2	provenance-ledger.md
0x00945e20	PROC	+0	1	CommandPackage::process_next_check_sum	int CommandPackage::(NextCheckSu...	1	replay-stream.md
0x00946020	PROC	+0	1	CommandPackage::process_check_random	int CommandPackage::(CheckRandom...	1	replay-stream.md
0x00946080	PROC	+0	1	CommandPackage::process_mp_log	int CommandPackage::(MPLogComman...	1	replay-stream.md
0x009461a0	PROC	+0	1	CommandPackage::process_speed_up	int CommandPackage::(SpeedUpComm...	1	replay-stream.md
0x00946290	PROC	+0	1	CommandPackage::process_speed_down	int CommandPackage::(SpeedDownCo...	1	replay-stream.md
0x00946380	PROC	+0	1	CommandPackage::process_speed_set	int CommandPackage::(SpeedSetCom...	1	replay-stream.md
0x009464f0	PROC	+0	1	CommandPackage::process_cannon_time	int CommandPackage::(CannonTimeC...	1	replay-stream.md
0x009465d0	PROC	+0	1	CommandPackage::process_come_out	int CommandPackage::(ComeOutComm...	1	replay-stream.md
0x009466f0	PROC	+0	1	CommandPackage::process_unqueue	int CommandPackage::(UnqueueComm...	1	replay-stream.md
0x009468a0	PROC	+0	1	CommandPackage::process_sell	int CommandPackage::(SellCommand...	1	replay-stream.md
0x00946a20	PROC	+0	1	CommandPackage::process_buy	int CommandPackage::(BuyCommand*...	1	replay-stream.md
0x00946b30	PROC	+0	1	CommandPackage::process_propose_attack	int CommandPackage::(ProposeAtta...	1	replay-stream.md
0x00946c50	PROC	+0	1	CommandPackage::process_demand_tribute	int CommandPackage::(DemandTribu...	1	replay-stream.md
0x00946d70	PROC	+0	1	CommandPackage::process_tribute	int CommandPackage::(TributeComm...	1	replay-stream.md
0x00946e90	PROC	+0	1	CommandPackage::process_reject	int CommandPackage::(RejectComma...	1	replay-stream.md
0x00946fb0	PROC	+0	1	CommandPackage::process_accept	int CommandPackage::(AcceptComma...	1	replay-stream.md
0x009470b0	PROC	+0	1	CommandPackage::process_clear_all	int CommandPackage::(ClearAllCom...	1	replay-stream.md
0x009471b0	PROC	+0	1	CommandPackage::process_clear_tributes	int CommandPackage::(ClearTribut...	1	replay-stream.md
0x009472b0	PROC	+0	1	CommandPackage::process_declare	int CommandPackage::(DeclareComm...	1	replay-stream.md
0x009473c0	PROC	+0	1	CommandPackage::process_treaty	int CommandPackage::(TreatyComma...	1	replay-stream.md
0x009474d0	PROC	+0	1	CommandPackage::process_hotkey	int CommandPackage::(HotKeyComma...	1	replay-stream.md
0x00947680	PROC	+0	1	CommandPackage::process_buildmask	int CommandPackage::(BuildmaskCo...	1	replay-stream.md
0x00947790	PROC	+0	1	CommandPackage::process_unitmask	int CommandPackage::(UnitmaskCom...	1	replay-stream.md
0x009478a0	PROC	+0	1	CommandPackage::process_guard	int CommandPackage::(GuardComman...	1	replay-stream.md
0x009479c0	PROC	+0	1	CommandPackage::process_follow	int CommandPackage::(FollowComma...	1	replay-stream.md
0x00947ae0	PROC	+0	1	CommandPackage::process_scramble	int CommandPackage::(ScrambleCom...	1	replay-stream.md
0x00947bd0	PROC	+0	1	CommandPackage::process_recall	int CommandPackage::(RecallComma...	1	replay-stream.md
0x00947cc0	PROC	+0	1	CommandPackage::process_stop_spell	int CommandPackage::(StopSpellCo...	1	replay-stream.md
0x00947db0	PROC	+0	1	CommandPackage::process_flight	int CommandPackage::(FlightComma...	1	replay-stream.md
0x00947ef0	PROC	+0	1	CommandPackage::process_alarm	int CommandPackage::(AlarmComman...	1	replay-stream.md
0x00947fe0	PROC	+0	1	CommandPackage::process_eject_all	int CommandPackage::(EjectAllCom...	1	replay-stream.md
0x00948110	PROC	+0	1	CommandPackage::process_build	int CommandPackage::(BuildComman...	1	replay-stream.md
0x00948230	PROC	+0	1	CommandPackage::process_queue_up	int CommandPackage::(QueueUpComm...	1	replay-stream.md
0x00948340	PROC	+0	1	CommandPackage::process_spell	int CommandPackage::(SpellComman...	1	replay-stream.md
0x00948510	PROC	+0	1	CommandPackage::process_gather_point	int CommandPackage::(GatherPoint...	1	replay-stream.md
0x00948660	PROC	+0	1	CommandPackage::process_disband	int CommandPackage::(DisbandComm...	1	replay-stream.md
0x00948760	PROC	+0	1	CommandPackage::process_garrison	int CommandPackage::(GarrisonCom...	1	replay-stream.md
0x009488b0	PROC	+0	1	CommandPackage::process_gather	int CommandPackage::(GatherComma...	1	replay-stream.md
0x00948a10	PROC	+0	1	CommandPackage::process_city_gather	int CommandPackage::(CityGatherC...	1	replay-stream.md
0x00948b20	PROC	+0	1	CommandPackage::process_trade	int CommandPackage::(TradeComman...	1	replay-stream.md
0x00948cb0	PROC	+0	1	CommandPackage::process_repair	int CommandPackage::(RepairComma...	1	replay-stream.md
0x00948e00	PROC	+0	1	CommandPackage::process_board_ship	int CommandPackage::(BoardShipCo...	1	replay-stream.md
0x00948f60	PROC	+0	1	CommandPackage::process_set_transport	int CommandPackage::(SetTranspor...	1	replay-stream.md
0x00949050	PROC	+0	1	CommandPackage::process_transport	int CommandPackage::(TransportCo...	1	replay-stream.md
0x00949140	PROC	+0	1	CommandPackage::process_halt	int CommandPackage::(HaltCommand...	1	replay-stream.md
0x00949230	PROC	+0	1	CommandPackage::process_launch_patrol	int CommandPackage::(LaunchPatro...	1	replay-stream.md
0x00949380	PROC	+0	1	CommandPackage::process_patrol	int CommandPackage::(PatrolComma...	1	replay-stream.md
0x009494a0	PROC	+0	1	CommandPackage::process_attack_ground	int CommandPackage::(AttackGroun...	1	replay-stream.md
0x009495c0	PROC	+0	1	CommandPackage::process_move_near	int CommandPackage::(MoveNearCom...	2	replay-io.md,replay-stream.md
0x009497c0	PROC	+0	1	CommandPackage::process_move_to	int CommandPackage::(MoveToComma...	1	replay-stream.md
0x00949970	PROC	+0	1	CommandPackage::process_swarm_around	int CommandPackage::(SwarmAround...	1	replay-stream.md
0x00949ae0	PROC	+0	1	CommandPackage::process_siege_attack	int CommandPackage::(SiegeAttack...	1	replay-stream.md
0x00949c30	PROC	+0	1	CommandPackage::process_attack	int CommandPackage::(AttackComma...	1	replay-stream.md
0x00949d90	PROC	+0	1	CommandPackage::process_form	int CommandPackage::(FormCommand...	1	replay-stream.md
0x00949ed0	PROC	+0	1	CommandPackage::process_stance	int CommandPackage::(StanceComma...	2	replay-io.md,replay-stream.md
